Place,Competitor,DOB,Nationality,Score,Date,ResultScore,City
996, Chia-Che CHANG, 22 APR 1983, TPE, 1024," 03 DEC 2023"""," ""1028""",Marathon
996, Chia-Che CHANG, 22 APR 1983, TPE, 1024," 16 APR 2023"""," ""1020""",Marathon
997, Zuohua XIAO, 15 SEP 2000, CHN, 1024," 03 DEC 2023"""," ""Nanning Marathon",Marathon
997, Zuohua XIAO, 15 SEP 2000, CHN, 1024," 12 NOV 2023"""," ""1027""",Marathon
997, Zuohua XIAO, 15 SEP 2000, CHN, 1024," 29 OCT 2023"""," ""772""",Marathon
997, Zuohua XIAO, 15 SEP 2000, CHN, 1024," 24 SEP 2023"""," ""Hengshui Lake Marathon",Marathon
997, Zuohua XIAO, 15 SEP 2000, CHN, 1024," 27 AUG 2023"""," ""974""",Marathon
997, Zuohua XIAO, 15 SEP 2000, CHN, 1024," 11 JUN 2023"""," ""927""",Marathon
997, Zuohua XIAO, 15 SEP 2000, CHN, 1024," 19 MAR 2023"""," ""1021""",Marathon
998, Rahal BOUCHFAR, 01 APR 2000, MAR, 1023, DNF ," ""MAR""",10
998, Rahal BOUCHFAR, 01 APR 2000, MAR, 1023," 08 JUL 2023"""," ""900""",5000 Metres
998, Rahal BOUCHFAR, 01 APR 2000, MAR, 1023," 21 MAY 2023"""," ""875""",5000 Metres
998, Rahal BOUCHFAR, 01 APR 2000, MAR, 1023, 29:40.68 ," ""MAR""",10
998, Rahal BOUCHFAR, 01 APR 2000, MAR, 1023," 29 JAN 2023"""," ""1009""",Half Marathon
999, Robert SWOBODA, 17 SEP 1998, USA, 1023," 03 DEC 2023"""," ""996""",Marathon
999, Robert SWOBODA, 17 SEP 1998, USA, 1023," 07 MAY 2023"""," ""Lilac Bloomsday Run",12 Kilometres Road
999, Robert SWOBODA, 17 SEP 1998, USA, 1023," 28 APR 2023"""," ""948""",5000 Metres
1000, Olonbayar JAMSRAN, 01 AUG 1993, MGL, 1023," 05 OCT 2023"""," ""941""",Marathon
1000, Olonbayar JAMSRAN, 01 AUG 1993, MGL, 1023," 27 AUG 2023"""," ""World Athletics Championships",Marathon
1000, Olonbayar JAMSRAN, 01 AUG 1993, MGL, 1023," 16 APR 2023"""," ""1020""",Half Marathon
1000, Olonbayar JAMSRAN, 01 AUG 1993, MGL, 1023," 19 MAR 2023"""," ""1148""",Marathon
1000, Olonbayar JAMSRAN, 01 AUG 1993, MGL, 1023," 26 FEB 2023"""," ""1177""",Marathon
1001, Oscar MEDINA, 14 AUG 1992, USA, 1023," 03 DEC 2023"""," ""1023""",Marathon
1001, Oscar MEDINA, 14 AUG 1992, USA, 1023," 08 OCT 2023"""," ""1024""",Marathon
1003, Wanjiang CEN, 29 SEP 1987, CHN, 1022," 04 AUG 2024"""," ""869""",Marathon
1003, Wanjiang CEN, 29 SEP 1987, CHN, 1022," 23 JUN 2024"""," ""943""",Half Marathon
1003, Wanjiang CEN, 29 SEP 1987, CHN, 1022," 16 JUN 2024"""," ""992""",Marathon
1003, Wanjiang CEN, 29 SEP 1987, CHN, 1022," 21 APR 2024"""," ""1040""",Marathon
1004, Stanley LINTON, 21 DEC 1993, USA, 1022," 14 OCT 2023"""," ""1018""",Marathon
1004, Stanley LINTON, 21 DEC 1993, USA, 1022," 04 SEP 2023"""," ""920""",20 Kilometres Road
1004, Stanley LINTON, 21 DEC 1993, USA, 1022," 17 JUN 2023"""," ""1026""",Marathon
1004, Stanley LINTON, 21 DEC 1993, USA, 1022," 21 JAN 2023"""," ""USA Cross Country Championships",Cross Country
1004, Stanley LINTON, 21 DEC 1993, USA, 1022," 15 JAN 2023"""," ""973""",Marathon
1005, Gerd DEVOS, 02 JAN 1989, BEL, 1022," 08 OCT 2023"""," ""980""",Marathon
1005, Gerd DEVOS, 02 JAN 1989, BEL, 1022," 24 SEP 2023"""," ""856""",10 Miles Road
1005, Gerd DEVOS, 02 JAN 1989, BEL, 1022," 16 APR 2023"""," ""1020""",Marathon
1005, Gerd DEVOS, 02 JAN 1989, BEL, 1022," 12 MAR 2023"""," ""932""",Half Marathon
1006, Dereje ADUGNA, 02 JUN 2000, ETH, 1021," 05 NOV 2023"""," ""1070""",Marathon
1007, Jiahao WANG, 06 JUL 2000, CHN, 1021," 29 OCT 2023"""," ""873""",Marathon
1007, Jiahao WANG, 06 JUL 2000, CHN, 1021," 16 APR 2023"""," ""917""",Marathon
1008, Abebe SEYOUM, , ETH, 1021," 16 DEC 2023"""," ""1049""",Marathon
1008, Abebe SEYOUM, , ETH, 1021," 09 APR 2023"""," ""994""",Half Marathon
1009, João VALENTE, 26 SEP 1993, POR, 1021," 03 DEC 2023"""," ""1048""",Marathon
1009, João VALENTE, 26 SEP 1993, POR, 1021," 22 OCT 2023"""," ""994""",Half Marathon
1009, João VALENTE, 26 SEP 1993, POR, 1021," 24 SEP 2023"""," ""853""",10 Kilometres Road
1009, João VALENTE, 26 SEP 1993, POR, 1021," 02 APR 2023"""," ""1000""",Half Marathon
1010, Alexander LAWRENCE, , GBR, 1021," 14 MAY 2023"""," ""1006""",Marathon
1011, Qujie LUOSANG, 26 DEC 2002, CHN, 1021," 16 JUL 2023"""," ""828""",Marathon
1011, Qujie LUOSANG, 26 DEC 2002, CHN, 1021," 26 APR 2023"""," ""922""",5000 Metres
1011, Qujie LUOSANG, 26 DEC 2002, CHN, 1021, 31:03.42 ," ""CHN""",10
1011, Qujie LUOSANG, 26 DEC 2002, CHN, 1021," 07 APR 2023"""," ""825""",5000 Metres
1011, Qujie LUOSANG, 26 DEC 2002, CHN, 1021," 01 MAR 2023"""," ""924""",3000 Metres Short Track
1011, Qujie LUOSANG, 26 DEC 2002, CHN, 1021," 27 FEB 2023"""," ""922""",1500 Metres Short Track
1011, Qujie LUOSANG, 26 DEC 2002, CHN, 1021," 25 FEB 2023"""," ""879""",3000 Metres Short Track
1011, Qujie LUOSANG, 26 DEC 2002, CHN, 1021," 24 FEB 2023"""," ""904""",1500 Metres Short Track
1012, Dorian MARCHAL, 1995, FRA, 1021," 03 DEC 2023"""," ""1018""",Marathon
1012, Dorian MARCHAL, 1995, FRA, 1021," 16 APR 2023"""," ""1025""",Marathon
1013, Sascha VAN STAA, 11 MAR 1992, GER, 1021," 01 OCT 2023"""," ""997""",Marathon
1013, Sascha VAN STAA, 11 MAR 1992, GER, 1021," 10 SEP 2023"""," ""859""",10 Kilometres Road
1013, Sascha VAN STAA, 11 MAR 1992, GER, 1021," 26 MAR 2023"""," ""870""",Half Marathon
1013, Sascha VAN STAA, 11 MAR 1992, GER, 1021," 05 MAR 2023"""," ""829""",10 Kilometres Road
1014, Alvaro ABREU MARTIN, 21 JUL 1990, DOM, 1020," 22 OCT 2023"""," ""1072""",Marathon
1014, Alvaro ABREU MARTIN, 21 JUL 1990, DOM, 1020," 02 JUL 2023"""," ""946""",Half Marathon
1014, Alvaro ABREU MARTIN, 21 JUL 1990, DOM, 1020," 16 APR 2023"""," ""925""",10 Kilometres Road
1014, Alvaro ABREU MARTIN, 21 JUL 1990, DOM, 1020," 25 MAR 2023"""," ""991""",Half Marathon
1014, Alvaro ABREU MARTIN, 21 JUL 1990, DOM, 1020," 15 JAN 2023"""," ""1087""",Marathon
1015, Seyfu JAMAAL, 05 NOV 2000, GBR, 1020," 24 SEP 2023"""," ""1005""",Marathon
1016, Charlie SWEENEY, 16 JAN 1999, USA, 1019," 03 DEC 2023"""," ""1087""",Marathon
1016, Charlie SWEENEY, 16 JAN 1999, USA, 1019," 26 MAY 2023"""," ""1014""",5000 Metres
1016, Charlie SWEENEY, 16 JAN 1999, USA, 1019," 14 MAY 2023"""," ""930""",5000 Metres
1016, Charlie SWEENEY, 16 JAN 1999, USA, 1019," 14 APR 2023"""," ""1076""",5000 Metres
1016, Charlie SWEENEY, 16 JAN 1999, USA, 1019," 24 FEB 2023"""," ""1081""",5000 Metres
1017, Martin HEHIR, 19 DEC 1992, USA, 1019," 14 OCT 2023"""," ""1043""",Marathon
1018, Kevin MCDONNELL, 30 OCT 1989, USA, 1019," 08 OCT 2023"""," ""1041""",Marathon
1018, Kevin MCDONNELL, 30 OCT 1989, USA, 1019," 15 JUL 2023"""," ""USA Men's 8km Road Running Championships",8 Kilometres Road
1018, Kevin MCDONNELL, 30 OCT 1989, USA, 1019," 02 APR 2023"""," ""912""",10 Miles Road
1019, Michael BLASZCZYK, 23 JUL 1992, USA, 1019," 03 DEC 2023"""," ""1038""",Marathon
1019, Michael BLASZCZYK, 23 JUL 1992, USA, 1019," 17 JUN 2023"""," ""1000""",Marathon
1020, Wilfred NYATOGO, , KEN, 1019," 19 NOV 2023"""," ""949""",Half Marathon
1020, Wilfred NYATOGO, , KEN, 1019," 22 OCT 2023"""," ""1035""",Marathon
1020, Wilfred NYATOGO, , KEN, 1019," 24 SEP 2023"""," ""996""",Marathon
1020, Wilfred NYATOGO, , KEN, 1019," 26 MAR 2023"""," ""816""",Half Marathon
1021, Shiqing FAN, 14 DEC 1996, CHN, 1019," 17 DEC 2023"""," ""924""",Marathon
1021, Shiqing FAN, 14 DEC 1996, CHN, 1019," 11 JUN 2023"""," ""1006""",Marathon
1021, Shiqing FAN, 14 DEC 1996, CHN, 1019," 30 APR 2023"""," ""976""",Marathon
1021, Shiqing FAN, 14 DEC 1996, CHN, 1019," 16 APR 2023"""," ""1032""",Marathon
1022, Dominic JONES, 1993, GBR, 1019," 03 DEC 2023"""," ""1026""",Marathon
1022, Dominic JONES, 1993, GBR, 1019," 01 OCT 2023"""," ""922""",Half Marathon
1023, Jared WARD, 09 SEP 1988, USA, 1018," 24 SEP 2023"""," ""1132""",Marathon
1023, Jared WARD, 09 SEP 1988, USA, 1018," 04 SEP 2023"""," ""959""",20 Kilometres Road
1023, Jared WARD, 09 SEP 1988, USA, 1018," 07 MAY 2023"""," ""904""",Half Marathon
1023, Jared WARD, 09 SEP 1988, USA, 1018," 26 FEB 2023"""," ""1024""",Half Marathon
1023, Jared WARD, 09 SEP 1988, USA, 1018," 21 JAN 2023"""," ""USA Cross Country Championships",Cross Country
1024, Hyun-su SHIN, 17 AUG 1991, KOR, 1018," 22 OCT 2023"""," ""985""",Marathon
1024, Hyun-su SHIN, 17 AUG 1991, KOR, 1018, 30:20.37 ," ""KOR""",10
1024, Hyun-su SHIN, 17 AUG 1991, KOR, 1018, 30:18.97 ," ""KOR""",10
1024, Hyun-su SHIN, 17 AUG 1991, KOR, 1018, 31:09.70 ," ""KOR""",10
1025, Daigo TOMIMURA, 01 JAN 2003, JPN, 1017," 19 FEB 2023"""," ""915""",30 Kilometres Road
1027, T-Roy BROWN, 1992, USA, 1017," 03 DEC 2023"""," ""1053""",Marathon
1027, T-Roy BROWN, 1992, USA, 1017," 15 OCT 2023"""," ""790""",Half Marathon
1027, T-Roy BROWN, 1992, USA, 1017," 14 MAY 2023"""," ""981""",Marathon
1028, Daiki HATANAKA, 19 FEB 1995, JPN, 1017, 29:53.25 ," ""JPN""",10
1028, Daiki HATANAKA, 19 FEB 1995, JPN, 1017," 20 MAY 2023"""," ""820""",5000 Metres
1028, Daiki HATANAKA, 19 FEB 1995, JPN, 1017, 29:49.17 ," ""JPN""",10
1028, Daiki HATANAKA, 19 FEB 1995, JPN, 1017, 29:55.16 ," ""JPN""",10
1028, Daiki HATANAKA, 19 FEB 1995, JPN, 1017," 26 FEB 2023"""," ""1054""",Marathon
1029, Anthony TOMSICH, 1987, USA, 1017," 03 DEC 2023"""," ""1029""",Marathon
1029, Anthony TOMSICH, 1987, USA, 1017," 24 SEP 2023"""," ""1006""",Marathon
1029, Anthony TOMSICH, 1987, USA, 1017," 10 SEP 2023"""," ""831""",10 Kilometres Road
1029, Anthony TOMSICH, 1987, USA, 1017," 17 JUN 2023"""," ""831""",5000 Metres
1029, Anthony TOMSICH, 1987, USA, 1017," 14 MAY 2023"""," ""841""",3000 Metres
1029, Anthony TOMSICH, 1987, USA, 1017," 17 APR 2023"""," ""947""",Marathon
1029, Anthony TOMSICH, 1987, USA, 1017," 26 MAR 2023"""," ""923""",Half Marathon
1030, Ruben SANSOM, 13 NOV 1997, NED, 1017," 19 NOV 2023"""," ""890""",15 Kilometres Road
1030, Ruben SANSOM, 13 NOV 1997, NED, 1017," 01 OCT 2023"""," ""850""",Half Marathon
1030, Ruben SANSOM, 13 NOV 1997, NED, 1017," 16 APR 2023"""," ""986""",Marathon
1030, Ruben SANSOM, 13 NOV 1997, NED, 1017," 26 MAR 2023"""," ""945""",Half Marathon
1031, Ronald SCHRÖER, 28 SEP 1984, NED, 1016," 03 DEC 2023"""," ""845""",15 Kilometres Road
1031, Ronald SCHRÖER, 28 SEP 1984, NED, 1016," 15 OCT 2023"""," ""1030""",Marathon
1031, Ronald SCHRÖER, 28 SEP 1984, NED, 1016," 16 APR 2023"""," ""1003""",Marathon
1032, Scott NELSON, 18 NOV 1995, USA, 1016," 03 DEC 2023"""," ""1027""",Marathon
1032, Scott NELSON, 18 NOV 1995, USA, 1016," 05 NOV 2023"""," ""935""",Marathon
1032, Scott NELSON, 18 NOV 1995, USA, 1016," 08 OCT 2023"""," ""1005""",Marathon
1032, Scott NELSON, 18 NOV 1995, USA, 1016," 02 APR 2023"""," ""809""",10 Miles Road
1032, Scott NELSON, 18 NOV 1995, USA, 1016," 19 MAR 2023"""," ""758""",Half Marathon
1033, Johnny HOGUE, 07 DEC 1995, USA, 1016," 03 DEC 2023"""," ""1023""",Marathon
1033, Johnny HOGUE, 07 DEC 1995, USA, 1016," 17 JUN 2023"""," ""1009""",Marathon
1034, Duriel HARDY, 22 FEB 1988, USA, 1016," 03 DEC 2023"""," ""1019""",Marathon
1034, Duriel HARDY, 22 FEB 1988, USA, 1016," 14 OCT 2023"""," ""1013""",Marathon
1035, Ilie Alexandru CORNESCHI, 17 JUL 1991, ROU, 1015," 12 NOV 2023"""," ""931""",Marathon
1035, Ilie Alexandru CORNESCHI, 17 JUL 1991, ROU, 1015," 22 OCT 2023"""," ""957""",Marathon
1035, Ilie Alexandru CORNESCHI, 17 JUL 1991, ROU, 1015," 15 OCT 2023"""," ""954""",Marathon
1035, Ilie Alexandru CORNESCHI, 17 JUL 1991, ROU, 1015," 27 AUG 2023"""," ""World Athletics Championships",Marathon
1035, Ilie Alexandru CORNESCHI, 17 JUL 1991, ROU, 1015," 14 MAY 2023"""," ""928""",Half Marathon
1035, Ilie Alexandru CORNESCHI, 17 JUL 1991, ROU, 1015," 19 FEB 2023"""," ""1090""",Marathon
1035, Ilie Alexandru CORNESCHI, 17 JUL 1991, ROU, 1015," 29 JAN 2023"""," ""1007""",Half Marathon
1035, Callum HAWKINS, 22 JUN 1992, GBR, 1015," 27 AUG 2023"""," ""992""",Half Marathon
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 15 OCT 2023"""," ""104th National Sports Festival",Marathon
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015, 31:59.47 ," ""KOR""",10
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 09 JUL 2023"""," ""939""",Shot Put
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 07 JUL 2023"""," ""815""",5000 Metres
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 25 JUN 2023"""," ""978""",Shot Put
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 24 JUN 2023"""," ""776""",5000 Metres
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 15 JUN 2023"""," ""761""",5000 Metres
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015, 31:40.95 ," ""KOR""",10
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 13 JUN 2023"""," ""900""",Shot Put
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 25 MAY 2023"""," ""865""",5000 Metres
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015, 30:56.52 ," ""KOR""",10
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 09 APR 2023"""," ""1018""",Marathon
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 31 MAR 2023"""," ""819""",5000 Metres
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015, 31:25.58 ," ""KOR""",10
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 29 MAR 2023"""," ""942""",Shot Put
1037, Jae-min KIM, 25 DEC 1990, KOR, 1015," 26 MAR 2023"""," ""880""",Half Marathon
1038, Huawei CHEN, 12 APR 1996, CHN, 1015," 31 DEC 2023"""," ""1009""",Marathon
1038, Huawei CHEN, 12 APR 1996, CHN, 1015," 10 DEC 2023"""," ""976""",Marathon
1038, Huawei CHEN, 12 APR 1996, CHN, 1015," 27 AUG 2023"""," ""928""",Marathon
1038, Huawei CHEN, 12 APR 1996, CHN, 1015," 11 JUN 2023"""," ""1020""",Marathon
1038, Huawei CHEN, 12 APR 1996, CHN, 1015," 16 APR 2023"""," ""863""",Half Marathon
1039, Jonatan VENEMA, 12 NOV 2001, NED, 1014," 11 NOV 2023"""," ""Cardiff Cross Challenge",Cross Country
1039, Jonatan VENEMA, 12 NOV 2001, NED, 1014," 03 SEP 2023"""," ""933""",10 Kilometres Road
1040, Takuya KITASAKI, 05 MAR 1999, JPN, 1014," 01 OCT 2023"""," ""929""",Half Marathon
1040, Takuya KITASAKI, 05 MAR 1999, JPN, 1014," 15 JUL 2023"""," ""1011""",5000 Metres
1040, Takuya KITASAKI, 05 MAR 1999, JPN, 1014, 29:22.64 ," ""JPN""",10
1040, Takuya KITASAKI, 05 MAR 1999, JPN, 1014," 10 JUN 2023"""," ""1030""",5000 Metres
1040, Takuya KITASAKI, 05 MAR 1999, JPN, 1014, 28:42.99 ," ""JPN""",10
1040, Takuya KITASAKI, 05 MAR 1999, JPN, 1014," 12 FEB 2023"""," ""1110""",Half Marathon
1041, Naoto HASHIMOTO, 05 JUN 1999, JPN, 1014, 28:24.19 ," ""JPN""",10
1041, Naoto HASHIMOTO, 05 JUN 1999, JPN, 1014," 15 OCT 2023"""," ""1078""",Half Marathon
1041, Naoto HASHIMOTO, 05 JUN 1999, JPN, 1014, DNF ," ""JPN""",10
1041, Naoto HASHIMOTO, 05 JUN 1999, JPN, 1014, 29:22.14 ," ""JPN""",10
1041, Naoto HASHIMOTO, 05 JUN 1999, JPN, 1014," 13 MAY 2023"""," ""956""",5000 Metres
1041, Naoto HASHIMOTO, 05 JUN 1999, JPN, 1014, 28:55.04 ," ""JPN""",10
1041, Naoto HASHIMOTO, 05 JUN 1999, JPN, 1014," 04 MAY 2023"""," ""1019""",5000 Metres
1041, Naoto HASHIMOTO, 05 JUN 1999, JPN, 1014, 29:08.81 ," ""JPN""",10
1041, Naoto HASHIMOTO, 05 JUN 1999, JPN, 1014," 19 FEB 2023"""," ""1082""",30 Kilometres Road
1041, Naoto HASHIMOTO, 05 JUN 1999, JPN, 1014," 05 FEB 2023"""," ""1043""",Half Marathon
1042, Josep GOMEZ, , ESP, 1014," 03 DEC 2023"""," ""1066""",Marathon
1042, Josep GOMEZ, , ESP, 1014," 22 OCT 2023"""," ""963""",Half Marathon
1042, Josep GOMEZ, , ESP, 1014," 15 JAN 2023"""," ""917""",10 Kilometres Road
1043, Ignas BRASEVIČIUS, 21 SEP 1984, LTU, 1014," 24 SEP 2023"""," ""1059""",Marathon
1043, Ignas BRASEVIČIUS, 21 SEP 1984, LTU, 1014," 19 FEB 2023"""," ""1003""",Half Marathon
1044, Juni LEE, 15 APR 1998, KOR, 1014," 15 OCT 2023"""," ""818""",5000 Metres
1044, Juni LEE, 15 APR 1998, KOR, 1014," 09 SEP 2023"""," ""817""",5000 Metres
1044, Juni LEE, 15 APR 1998, KOR, 1014," 07 JUL 2023"""," ""779""",5000 Metres
1044, Juni LEE, 15 APR 1998, KOR, 1014," 15 JUN 2023"""," ""807""",5000 Metres
1044, Juni LEE, 15 APR 1998, KOR, 1014," 25 MAY 2023"""," ""842""",5000 Metres
1044, Juni LEE, 15 APR 1998, KOR, 1014, 31:15.69 ," ""KOR""",10
1045, Gianluca FERRATO, 19 SEP 1993, ITA, 1014," 19 NOV 2023"""," ""1023""",Marathon
1045, Gianluca FERRATO, 19 SEP 1993, ITA, 1014," 15 OCT 2023"""," ""901""",Half Marathon
1045, Gianluca FERRATO, 19 SEP 1993, ITA, 1014," 10 SEP 2023"""," ""913""",10 Kilometres Road
1045, Gianluca FERRATO, 19 SEP 1993, ITA, 1014," 08 JAN 2023"""," ""837""",10 Kilometres Road
1046, Nick WOLK, 11 APR 1998, USA, 1014," 14 OCT 2023"""," ""1042""",Marathon
1046, Nick WOLK, 11 APR 1998, USA, 1014," 29 JUL 2023"""," ""976""",Mile Road
1046, Nick WOLK, 11 APR 1998, USA, 1014," 07 MAY 2023"""," ""Pittsburgh Marathon",Marathon
1046, Nick WOLK, 11 APR 1998, USA, 1014," 25 MAR 2023"""," ""994""",Half Marathon
1047, Manuel DE BACKER, 14 JUL 1996, NED, 1014," 15 OCT 2023"""," ""1033""",Marathon
1047, Manuel DE BACKER, 14 JUL 1996, NED, 1014," 01 OCT 2023"""," ""915""",Half Marathon
1047, Manuel DE BACKER, 14 JUL 1996, NED, 1014," 17 SEP 2023"""," ""998""",10 Miles Road
1047, Manuel DE BACKER, 14 JUL 1996, NED, 1014," 05 AUG 2023"""," ""932""",10 Kilometres Road
1047, Manuel DE BACKER, 14 JUL 1996, NED, 1014," 07 MAY 2023"""," ""864""",5000 Metres
1047, Manuel DE BACKER, 14 JUL 1996, NED, 1014," 16 APR 2023"""," ""995""",Marathon
1047, Manuel DE BACKER, 14 JUL 1996, NED, 1014," 26 MAR 2023"""," ""972""",Half Marathon
1047, Manuel DE BACKER, 14 JUL 1996, NED, 1014," 12 FEB 2023"""," ""919""",10 Kilometres Road
1048, Kazuma KUBO, 09 DEC 1996, JPN, 1013," 15 OCT 2023"""," ""936""",Marathon
1048, Kazuma KUBO, 09 DEC 1996, JPN, 1013," 04 MAY 2023"""," ""860""",5000 Metres
1048, Kazuma KUBO, 09 DEC 1996, JPN, 1013, 29:13.83 ," ""JPN""",10
1048, Kazuma KUBO, 09 DEC 1996, JPN, 1013," 29 JAN 2023"""," ""1038""",Half Marathon
1049, Pradep SINGH CHAUDHARY, 06 JUN 1990, IND, 1013," 06 OCT 2024"""," ""946""",Marathon
1049, Pradep SINGH CHAUDHARY, 06 JUN 1990, IND, 1013," 25 FEB 2024"""," ""1048""",Marathon
1050, Charlie LAWRENCE, 24 MAR 1995, USA, 1013," 14 OCT 2023"""," ""1060""",Marathon
1050, Charlie LAWRENCE, 24 MAR 1995, USA, 1013," 04 SEP 2023"""," ""889""",20 Kilometres Road
1050, Charlie LAWRENCE, 24 MAR 1995, USA, 1013," 17 JUN 2023"""," ""966""",Half Marathon
1050, Charlie LAWRENCE, 24 MAR 1995, USA, 1013," 07 MAY 2023"""," ""Lilac Bloomsday Run",12 Kilometres Road
1051, Jackson NEFF, 09 JUL 1992, USA, 1013," 04 SEP 2023"""," ""894""",20 Kilometres Road
1052, Menad LAMRANI, 18 JAN 1996, ALG, 1013," 22 OCT 2023"""," ""1051""",Marathon
1052, Menad LAMRANI, 18 JAN 1996, ALG, 1013," 08 OCT 2023"""," ""972""",10 Kilometres Road
1052, Menad LAMRANI, 18 JAN 1996, ALG, 1013," 28 MAY 2023"""," ""956""",Half Marathon
1052, Menad LAMRANI, 18 JAN 1996, ALG, 1013," 19 MAR 2023"""," ""1010""",Half Marathon
1053, Ramazan ÖZDEMIR, 06 JUL 1991, TUR, 1013," 17 DEC 2023"""," ""976""",Half Marathon
1053, Ramazan ÖZDEMIR, 06 JUL 1991, TUR, 1013," 10 DEC 2023"""," ""981""",Marathon
1053, Ramazan ÖZDEMIR, 06 JUL 1991, TUR, 1013," 06 SEP 2023"""," ""859""",3000 Metres
1053, Ramazan ÖZDEMIR, 06 JUL 1991, TUR, 1013," 05 SEP 2023"""," ""939""",5000 Metres
1053, Ramazan ÖZDEMIR, 06 JUL 1991, TUR, 1013," 08 JUL 2023"""," ""1019""",5000 Metres
1053, Ramazan ÖZDEMIR, 06 JUL 1991, TUR, 1013," 05 JUL 2023"""," ""942""",3000 Metres
1053, Ramazan ÖZDEMIR, 06 JUL 1991, TUR, 1013," 04 JUL 2023"""," ""825""",5000 Metres
1053, Ramazan ÖZDEMIR, 06 JUL 1991, TUR, 1013," 25 JUN 2023"""," ""997""",5000 Metres
1053, Ramazan ÖZDEMIR, 06 JUL 1991, TUR, 1013," 30 APR 2023"""," ""938""",Half Marathon
1054, Reyes ESTÉVEZ, 02 AUG 1976, ESP, 1013," 03 DEC 2023"""," ""1027""",Marathon
1054, Reyes ESTÉVEZ, 02 AUG 1976, ESP, 1013," 23 JUN 2023"""," ""Ethiopian 10",5000 Metres
1054, Reyes ESTÉVEZ, 02 AUG 1976, ESP, 1013," 04 JUN 2023"""," ""913""",Half Marathon
1054, Reyes ESTÉVEZ, 02 AUG 1976, ESP, 1013," 14 MAY 2023"""," ""918""",Half Marathon
1054, Reyes ESTÉVEZ, 02 AUG 1976, ESP, 1013," 16 APR 2023"""," ""974""",Marathon
1054, Reyes ESTÉVEZ, 02 AUG 1976, ESP, 1013," 29 JAN 2023"""," ""852""",Half Marathon
1055, Bowen YANG, 26 AUG 1999, CHN, 1013," 29 OCT 2023"""," ""1002""",Marathon
1056, Philippe PARROT-MIGAS, 12 FEB 1993, CAN, 1012," 01 OCT 2023"""," ""887""",Half Marathon
1056, Philippe PARROT-MIGAS, 12 FEB 1993, CAN, 1012," 18 JUN 2023"""," ""931""",Half Marathon
1056, Philippe PARROT-MIGAS, 12 FEB 1993, CAN, 1012," 27 MAY 2023"""," ""900""",10 Kilometres Road
1056, Philippe PARROT-MIGAS, 12 FEB 1993, CAN, 1012," 25 MAR 2023"""," ""1038""",Half Marathon
1057, Dominic HOCKENBURY, 05 OCT 1997, USA, 1012," 14 OCT 2023"""," ""1044""",Marathon
1057, Dominic HOCKENBURY, 05 OCT 1997, USA, 1012," 25 MAR 2023"""," ""908""",Half Marathon
1057, Dominic HOCKENBURY, 05 OCT 1997, USA, 1012," 11 FEB 2023"""," ""829""",5000 Metres Short Track
1058, Colin MARTIN, , USA, 1012," 17 JUN 2023"""," ""1039""",Marathon
1058, Colin MARTIN, , USA, 1012," 07 MAY 2023"""," ""Pittsburgh Marathon",Marathon
1058, Colin MARTIN, , USA, 1012," 25 MAR 2023"""," ""989""",Half Marathon
1059, Takehiko GYOBA, 23 MAY 1985, JPN, 1012," 19 NOV 2023"""," ""996""",Marathon
1059, Takehiko GYOBA, 23 MAY 1985, JPN, 1012," 19 MAR 2023"""," ""967""",Marathon
1059, Takehiko GYOBA, 23 MAY 1985, JPN, 1012," 26 FEB 2023"""," ""932""",Marathon
1060, Florian CARVALHO DE FONSESCO, 09 MAR 1989, FRA, 1012," 29 OCT 2023"""," ""868""",20 Kilometres Road
1060, Florian CARVALHO DE FONSESCO, 09 MAR 1989, FRA, 1012," 08 OCT 2023"""," ""1036""",20 Kilometres Road
1060, Florian CARVALHO DE FONSESCO, 09 MAR 1989, FRA, 1012," 24 SEP 2023"""," ""1026""",Marathon
1060, Florian CARVALHO DE FONSESCO, 09 MAR 1989, FRA, 1012," 11 JUN 2023"""," ""1031""",10 Kilometres Road
1060, Florian CARVALHO DE FONSESCO, 09 MAR 1989, FRA, 1012," 12 MAR 2023"""," ""French Cross Country Championships",Cross Country Long Race
1061, Ryan THOMSON, 21 FEB 1996, GBR, 1012," 03 DEC 2023"""," ""1018""",Marathon
1061, Ryan THOMSON, 21 FEB 1996, GBR, 1012," 10 JUN 2023"""," ""889""",5000 Metres
1062, Edson ARRUDA SANTOS, 25 NOV 1984, BRA, 1011," 19 NOV 2023"""," ""961""",Marathon
