Place,Competitor,DOB,Nationality,Score,Date,res,City
500, Mathew Sang KIBIWOT,1986, KEN, 1119, 19 NOV 2023,JPN,Kobe
500, Mathew Sang KIBIWOT,1986, KEN, 1119, 16 APR 2023,NED,Rotterdam
501, Ren UMEZAKI,14 AUG 2002, JPN, 1119, 14 MAY 2023,JPN,Gion Stadium
501, Ren UMEZAKI,14 AUG 2002, JPN, 1119, 19 FEB 2023,JPN,Kumamoto
502, Joel REICHOW,24 JUL 1993, USA, 1119, 08 OCT 2023,USA,Chicago
502, Joel REICHOW,24 JUL 1993, USA, 1119, 04 SEP 2023,USA,New Haven
502, Joel REICHOW,24 JUL 1993, USA, 1119, 17 JUN 2023,USA,Duluth
502, Joel REICHOW,24 JUL 1993, USA, 1119, 13 MAY 2023,USA,Grand Rapids
502, Joel REICHOW,24 JUL 1993, USA, 1119, 02 APR 2023,USA,Washington Monument Grounds
502, Joel REICHOW,24 JUL 1993, USA, 1119, 04 MAR 2023,USA,Jacksonville
503, Edwin Cheruiyot SOI,03 MAR 1986, KEN, 1119, 26 NOV 2023,FRA,La Rochelle
503, Edwin Cheruiyot SOI,03 MAR 1986, KEN, 1119, 20 AUG 2023,COL,Cali
503, Edwin Cheruiyot SOI,03 MAR 1986, KEN, 1119, 30 JUL 2023,COL,Bogotá
504, Zerei Kbrom MEZNGI,12 JAN 1986, NOR, 1119, 03 DEC 2023,JPN,Fukuoka
504, Zerei Kbrom MEZNGI,12 JAN 1986, NOR, 1119, 17 SEP 2023,DEN,København
504, Zerei Kbrom MEZNGI,12 JAN 1986, NOR, 1119, 28:30.76 ,DEN,World Athletics Championships
504, Zerei Kbrom MEZNGI,12 JAN 1986, NOR, 1119, 28:15.64 ,DEN,Norwegian Championships
504, Zerei Kbrom MEZNGI,12 JAN 1986, NOR, 1119, 15 JUN 2023,NOR,Bislett Stadion
504, Zerei Kbrom MEZNGI,12 JAN 1986, NOR, 1119, 03 JUN 2023,NOR,Fana Stadion
504, Zerei Kbrom MEZNGI,12 JAN 1986, NOR, 1119, 27:41.44 ,NOR,Night of the 10
504, Zerei Kbrom MEZNGI,12 JAN 1986, NOR, 1119, 02 APR 2023,GER,Berlin
505, Jacob THOMSON,29 NOV 1994, USA, 1119, 01 OCT 2023,LAT,Riga
505, Jacob THOMSON,29 NOV 1994, USA, 1119, 04 SEP 2023,USA,New Haven
505, Jacob THOMSON,29 NOV 1994, USA, 1119, 02 JUL 2023,AUS,Gold Coast
505, Jacob THOMSON,29 NOV 1994, USA, 1119, 13 MAY 2023,USA,Grand Rapids
505, Jacob THOMSON,29 NOV 1994, USA, 1119, 02 APR 2023,USA,Washington Monument Grounds
505, Jacob THOMSON,29 NOV 1994, USA, 1119, 04 MAR 2023,USA,Jacksonville
505, Jacob THOMSON,29 NOV 1994, USA, 1119, 26 FEB 2023,USA,Fort Worth
506, Pheeha MOKGOBO,23 NOV 1988, RSA, 1119, 15 OCT 2023,RSA,Cape Town
506, Pheeha MOKGOBO,23 NOV 1988, RSA, 1119, 03 JUN 2023,RSA,Gqeberha
507, Ezra Kipketer TANUI,20 AUG 1997, KEN, 1119, 20 AUG 2023,COL,Cali
507, Ezra Kipketer TANUI,20 AUG 1997, KEN, 1119, 30 JUL 2023,COL,Bogotá
507, Ezra Kipketer TANUI,20 AUG 1997, KEN, 1119, 16 APR 2023,CHN,Shanghai
507, Ezra Kipketer TANUI,20 AUG 1997, KEN, 1119, 18 FEB 2023,UAE,Ras Al Khaimah
508, Stephen SCULLION,09 NOV 1988, IRL, 1118, 29 OCT 2023,IRL,Dublin - Irish Marathon Ch
508, Stephen SCULLION,09 NOV 1988, IRL, 1118, 14 JUL 2023,IRL,Morton Stadium
509, Felix Kipchirchir KANDIE,10 APR 1987, KEN, 1118, 10 DEC 2023,CHN,Guangzhou
509, Felix Kipchirchir KANDIE,10 APR 1987, KEN, 1118, 19 MAR 2023,KOR,Seoul
510, Ayoub DARDAR,20 JAN 1993, MAR, 1118, 19 NOV 2023,JPN,Kobe
510, Ayoub DARDAR,20 JAN 1993, MAR, 1118, 17 SEP 2023,CHN,Shenyang
510, Ayoub DARDAR,20 JAN 1993, MAR, 1118, 28:57.30 ,CHN,Moroccan Championships
510, Ayoub DARDAR,20 JAN 1993, MAR, 1118, 30 APR 2023,MAR,Rabat
510, Ayoub DARDAR,20 JAN 1993, MAR, 1118, 29 JAN 2023,MAR,Marrakech
511, Chunlong YANG,03 JUN 1998, CHN, 1118, 29 OCT 2023,CHN,Beijing
511, Chunlong YANG,03 JUN 1998, CHN, 1118, 24 SEP 2023,CHN,Hengshui
511, Chunlong YANG,03 JUN 1998, CHN, 1118, 16 JUL 2023,CHN,Liupanshui
511, Chunlong YANG,03 JUN 1998, CHN, 1118, 16 APR 2023,CHN,Zhengzhou
511, Chunlong YANG,03 JUN 1998, CHN, 1118, 02 APR 2023,CHN,Xiamen
512, Vitalis KIBIWOTT,, KEN, 1117, 29 OCT 2023,KEN,Nairobi
513, Marcelo LAGUERA,12 JAN 1996, MEX, 1117, 29:29.48 ,CHI,Pan American Games
513, Marcelo LAGUERA,12 JAN 1996, MEX, 1117, 01 OCT 2023,LAT,Riga
513, Marcelo LAGUERA,12 JAN 1996, MEX, 1117, 23 JUL 2023,MEX,Unidad Deportiva Mario Vázquez Raña
513, Marcelo LAGUERA,12 JAN 1996, MEX, 1117, 30:00.88 ,MEX,Mexican Championships
513, Marcelo LAGUERA,12 JAN 1996, MEX, 1117, 04 JUN 2023,MEX,Mt. Hood Community College
513, Marcelo LAGUERA,12 JAN 1996, MEX, 1117, 28:14.59 ,MEX,Night of the 10
513, Marcelo LAGUERA,12 JAN 1996, MEX, 1117, 28:05.83 ,MEX,Bryan Clay Invitational
513, Marcelo LAGUERA,12 JAN 1996, MEX, 1117, 18 FEB 2023,AUS,Bathurst
513, Marcelo LAGUERA,12 JAN 1996, MEX, 1117, 15 JAN 2023,USA,Houston
514, Nicolás CUESTAS,08 DEC 1986, URU, 1117, 22 OCT 2023,CHI,Santiago de Chile
514, Nicolás CUESTAS,08 DEC 1986, URU, 1117, 01 OCT 2023,LAT,Riga
514, Nicolás CUESTAS,08 DEC 1986, URU, 1117, 27 AUG 2023,LAT,Budapest 2023
514, Nicolás CUESTAS,08 DEC 1986, URU, 1117, 05 JUL 2023,POR,Estádio 1o de Maio
514, Nicolás CUESTAS,08 DEC 1986, URU, 1117, 14 MAY 2023,DEN,København
514, Nicolás CUESTAS,08 DEC 1986, URU, 1117, 07 MAY 2023,ESP,Camargo
514, Nicolás CUESTAS,08 DEC 1986, URU, 1117, 23 APR 2023,ESP,La Coruña
514, Nicolás CUESTAS,08 DEC 1986, URU, 1117, 15 APR 2023,ESP,Huelva
514, Nicolás CUESTAS,08 DEC 1986, URU, 1117, 15 JAN 2023,ESP,Valencia
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 01 OCT 2023,LAT,Riga
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 10 SEP 2023,EST,Tallinn - Estonian Marathon Ch
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 03 SEP 2023,EST,Pärnu
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 06 AUG 2023,CHN,Shuangliu Sports Centre
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 30 JUL 2023,EST,Kadrioru staadion
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 30 JUN 2023,GER,Stadion Bodenbacher Straße
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 22 JUN 2023,POL,Stadion Śląski
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 11 JUN 2023,EST,Rannastaadion
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 30:56.66 ,EST,European 10
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 27 MAY 2023,BEL,Putbosstadion
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, DNF ,Staadion,Latvian 10
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 23 APR 2023,GER,Hamburg
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 02 APR 2023,GER,Berlin
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 18 FEB 2023,AUS,Bathurst
515, Leonid LATSEPOV,22 MAR 1998, EST, 1117, 04 FEB 2023,KEN,Eldoret - XC 10.0km
516, Yousheng GUAN,04 APR 1993, CHN, 1117, 31 DEC 2023,CHN,Shenzhen
516, Yousheng GUAN,04 APR 1993, CHN, 1117, 17 DEC 2023,CHN,Fuzhou
516, Yousheng GUAN,04 APR 1993, CHN, 1117, 10 DEC 2023,CHN,Guangzhou
516, Yousheng GUAN,04 APR 1993, CHN, 1117, 26 NOV 2023,CHN,Shaoxing
516, Yousheng GUAN,04 APR 1993, CHN, 1117, 18 NOV 2023,CHN,Yiwu
516, Yousheng GUAN,04 APR 1993, CHN, 1117, 29 OCT 2023,CHN,Beijing
516, Yousheng GUAN,04 APR 1993, CHN, 1117, 24 SEP 2023,GER,Berlin
516, Yousheng GUAN,04 APR 1993, CHN, 1117, 22 APR 2023,CHN,Qingdao
517, Kiprop TONUI,02 JAN 1986, KEN, 1117, 05 NOV 2023,THA,Chon Buri
517, Kiprop TONUI,02 JAN 1986, KEN, 1117, 01 OCT 2023,MAS,Kuala Lumpur
517, Kiprop TONUI,02 JAN 1986, KEN, 1117, 27 AUG 2023,INA,Bali
519, Derlys AYALA,07 JAN 1990, PAR, 1117, 22 OCT 2023,CHI,Santiago de Chile
519, Derlys AYALA,07 JAN 1990, PAR, 1117, 27 AUG 2023,Hősök tere,Budapest 2023
519, Derlys AYALA,07 JAN 1990, PAR, 1117, 23 APR 2023,GER,Hamburg
519, Derlys AYALA,07 JAN 1990, PAR, 1117, 19 MAR 2023,VEN,Caracas - Pan American Marathon Championships
520, Josephat Joshua GISEMO,12 APR 1992, TAN, 1116, 31 DEC 2023,BRA,São Paulo
520, Josephat Joshua GISEMO,12 APR 1992, TAN, 1116, 18 FEB 2023,AUS,Bathurst
521, Thomas DE BOCK,20 AUG 1991, BEL, 1116, 05 AUG 2023,BEL,Oscar van Rumst Stadion
521, Thomas DE BOCK,20 AUG 1991, BEL, 1116, 16 APR 2023,NED,Rotterdam
521, Thomas DE BOCK,20 AUG 1991, BEL, 1116, 12 MAR 2023,BEL,Gent - Belgian Half Marathon Ch
522, Haruto ONO,14 APR 2000, JPN, 1116, 28:54.82 ,BEL,4th Chugoku Corporate Long Distance Challenge
522, Haruto ONO,14 APR 2000, JPN, 1116, 29:23.73 ,BEL,3rd Chugoku Corporate Long Distance Challenge
522, Haruto ONO,14 APR 2000, JPN, 1116, 15 JUL 2023,JPN,Aoba Park Athletic Field
522, Haruto ONO,14 APR 2000, JPN, 1116, 12 JUL 2023,JPN,Municipal Stadium
522, Haruto ONO,14 APR 2000, JPN, 1116, 20 MAY 2023,JPN,Municipal Stadium
522, Haruto ONO,14 APR 2000, JPN, 1116, 26 FEB 2023,JPN,Osaka
523, Japheth KOSGEI,01 JAN 1988, KEN, 1116, 05 NOV 2023,FRA,Nice
523, Japheth KOSGEI,01 JAN 1988, KEN, 1116, 08 OCT 2023,AUT,Bregenz
524, Bekele MULUNEH,10 MAR 2000, ETH, 1116, 17 DEC 2023,CHN,Fuzhou
524, Bekele MULUNEH,10 MAR 2000, ETH, 1116, 29 OCT 2023,CHN,Chengdu
525, Kengo SUZUKI,11 JUN 1995, JPN, 1116, 15 OCT 2023,JPN,Tokyo
526, Luuk MAAS,26 AUG 1999, NED, 1116, 19 NOV 2023,NED,Nijmegen
526, Luuk MAAS,26 AUG 1999, NED, 1116, 15 OCT 2023,NED,Amsterdam
526, Luuk MAAS,26 AUG 1999, NED, 1116, 17 SEP 2023,NED,Zaandam
526, Luuk MAAS,26 AUG 1999, NED, 1116, 23 APR 2023,GER,Hamburg
526, Luuk MAAS,26 AUG 1999, NED, 1116, 12 FEB 2023,NED,Schoorl
527, Ryo MATSUMOTO,19 OCT 1990, JPN, 1116, 15 OCT 2023,JPN,Tokyo
527, Ryo MATSUMOTO,19 OCT 1990, JPN, 1116, 29:52.53 ,JPN,Hokuren Distance Challenge - Kitami
527, Yoshihiro MAEDA,05 JUN 2000, JPN, 1116, 28:42.38 ,JPN,Hachioji Long Distance
527, Yoshihiro MAEDA,05 JUN 2000, JPN, 1116, 29:46.10 ,JPN,3rd Chugoku Corporate Long Distance Challenge
527, Yoshihiro MAEDA,05 JUN 2000, JPN, 1116, 15 JUL 2023,JPN,Aoba Park Athletic Field
527, Yoshihiro MAEDA,05 JUN 2000, JPN, 1116, 29:33.20 ,JPN,Hokuren Distance Challenge 2023 - Abashiri
527, Yoshihiro MAEDA,05 JUN 2000, JPN, 1116, 01 JUL 2023,JPN,Athletics Stadium
527, Yoshihiro MAEDA,05 JUN 2000, JPN, 1116, 21 MAY 2023,JPN,Honjo Athletic Stadium
527, Yoshihiro MAEDA,05 JUN 2000, JPN, 1116, 20 MAY 2023,JPN,Honjo Athletic Stadium
527, Yoshihiro MAEDA,05 JUN 2000, JPN, 1116, 04 MAY 2023,JPN,Nishishina Athletic Stadium
529, Yohans MEKASHA,04 FEB 1998, ETH, 1116, 15 OCT 2023,CAN,Toronto
529, Yohans MEKASHA,04 FEB 1998, ETH, 1116, 11 JUN 2023,CHN,Lanzhou
529, Yohans MEKASHA,04 FEB 1998, ETH, 1116, 20 JAN 2023,QAT,Doha
530, Wataru TOCHIGI,08 MAY 1995, JPN, 1116, 07 DEC 2023,JPN,Yanmar Stadium Nagai
530, Wataru TOCHIGI,08 MAY 1995, JPN, 1116, 28:55.03 ,JPN,Hachioji Long Distance
530, Wataru TOCHIGI,08 MAY 1995, JPN, 1116, 29:07.18 ,JPN,71st All Japan Corporate Teams Athletics Championships
530, Wataru TOCHIGI,08 MAY 1995, JPN, 1116, 15 JUL 2023,JPN,Aoba Park Athletic Field
530, Wataru TOCHIGI,08 MAY 1995, JPN, 1116, 28:37.60 ,JPN,Hokuren Distance Challenge 2023 - Abashiri
530, Wataru TOCHIGI,08 MAY 1995, JPN, 1116, 05 JUL 2023,JPN,Athletics Stadium
530, Wataru TOCHIGI,08 MAY 1995, JPN, 1116, 21 MAY 2023,JPN,Honjo Athletic Stadium
530, Wataru TOCHIGI,08 MAY 1995, JPN, 1116, 28:15.56 ,JPN,34th Golden Games
530, Wataru TOCHIGI,08 MAY 1995, JPN, 1116, 28:53.00 ,JPN,71st Hyogo Relay Carnival
531, Weynay GHEBRESILASIE,24 MAR 1994, GBR, 1115, 24 SEP 2023,GER,Berlin
531, Weynay GHEBRESILASIE,24 MAR 1994, GBR, 1115, 23 APR 2023,GBR,London
531, Weynay GHEBRESILASIE,24 MAR 1994, GBR, 1115, 12 MAR 2023,POR,Lisboa - Elite Event
532, Keijiro MOGI,21 OCT 1995, JPN, 1115, 29:30.43 ,POR,71st All Japan Corporate Teams Athletics Championships
532, Keijiro MOGI,21 OCT 1995, JPN, 1115, 01 JUL 2023,AUS,Southport
532, Keijiro MOGI,21 OCT 1995, JPN, 1115, 28:10.63 ,AUS,66rd Kyushu Corporate Athletics Championships
532, Keijiro MOGI,21 OCT 1995, JPN, 1115, 28:11.75 ,AUS,34th Golden Games
532, Keijiro MOGI,21 OCT 1995, JPN, 1115, 12 FEB 2023,JPN,Ishin Me-Life Stadium
533, Francesco AGOSTINI,29 AUG 1997, ITA, 1115, 19 NOV 2023,ITA,Verona
533, Francesco AGOSTINI,29 AUG 1997, ITA, 1115, 15 OCT 2023,ITA,Telese Terme
533, Francesco AGOSTINI,29 AUG 1997, ITA, 1115, 10 SEP 2023,ITA,Pescara
533, Francesco AGOSTINI,29 AUG 1997, ITA, 1115, 30:16.77 ,ITA,Campionati Regionale 10.000m
533, Francesco AGOSTINI,29 AUG 1997, ITA, 1115, 15 JAN 2023,ITA,San Vittore Olona - XC 10.2km
533, Francesco AGOSTINI,29 AUG 1997, ITA, 1115, 06 JAN 2023,ITA,San Giorgio su Legnano - XC 10.0km
534, Caden SHIELDS,07 AUG 1988, NZL, 1115, 16 DEC 2023,NZL,AUT Millennium
534, Caden SHIELDS,07 AUG 1988, NZL, 1115, 02 JUL 2023,AUS,Gold Coast - Oceania Marathon Championships
534, Caden SHIELDS,07 AUG 1988, NZL, 1115, 26 FEB 2023,JPN,Osaka
535, Abel MUTAI,03 APR 1996, KEN, 1115, 10 SEP 2023,ROU,Brasov
535, Abel MUTAI,03 APR 1996, KEN, 1115, 28:45.51 ,ROU,Kenyan Championships
535, Abel MUTAI,03 APR 1996, KEN, 1115, 28:43.76 ,ROU,Kenya Defence Forces Championships
535, Abel MUTAI,03 APR 1996, KEN, 1115, 29 APR 2023,GER,Adi-Dassler-Straße 1
535, Abel MUTAI,03 APR 1996, KEN, 1115, 26 MAR 2023,KOR,Incheon
535, Abel MUTAI,03 APR 1996, KEN, 1115, 21 JAN 2023,KEN,Nairobi - XC 10.0km
536, Tilahun Ayele TARIKU,12 FEB 1991, ETH, 1115, 03 DEC 2023,CHN,Nanning
536, Tilahun Ayele TARIKU,12 FEB 1991, ETH, 1115, 15 OCT 2023,CHN,Changzhou
536, Tilahun Ayele TARIKU,12 FEB 1991, ETH, 1115, 11 JUN 2023,CHN,Jilin
536, Tilahun Ayele TARIKU,12 FEB 1991, ETH, 1115, 16 APR 2023,CHN,Zhengzhou
537, Chakib LACHGAR,21 MAR 1989, ESP, 1114, 08 OCT 2023,BUL,Sofia
537, Chakib LACHGAR,21 MAR 1989, ESP, 1114, 23 SEP 2023,SWE,Lidingö - XC 30.0km
537, Chakib LACHGAR,21 MAR 1989, ESP, 1114, 17 JUN 2023,FRA,Langueux
537, Chakib LACHGAR,21 MAR 1989, ESP, 1114, 23 APR 2023,SRB,Beograd
537, Chakib LACHGAR,21 MAR 1989, ESP, 1114, 25 MAR 2023,ESP,Azpeitia
537, Chakib LACHGAR,21 MAR 1989, ESP, 1114, 17 MAR 2023,ISR,Jerusalem
537, Chakib LACHGAR,21 MAR 1989, ESP, 1114, 19 FEB 2023,ESP,Sevilla
537, Chakib LACHGAR,21 MAR 1989, ESP, 1114, 29 JAN 2023,Ortuella - XC 9.5km,Circuito Las Balsas
538, Tiidrek NURME,18 NOV 1985, EST, 1114, 14 OCT 2023,USA,Valley Cottage
538, Tiidrek NURME,18 NOV 1985, EST, 1114, 01 OCT 2023,LAT,Riga
538, Tiidrek NURME,18 NOV 1985, EST, 1114, 09 SEP 2023,EST,Tallinn
538, Tiidrek NURME,18 NOV 1985, EST, 1114, 27 AUG 2023,EST,Budapest 2023
538, Tiidrek NURME,18 NOV 1985, EST, 1114, 10 JUN 2023,EST,Narva
538, Tiidrek NURME,18 NOV 1985, EST, 1114, 13 MAY 2023,FIN,Olympiastadion
538, Tiidrek NURME,18 NOV 1985, EST, 1114, 16 APR 2023,NED,Enschede
538, Tiidrek NURME,18 NOV 1985, EST, 1114, 29 JAN 2023,ESP,Sevilla
539, John KIMAIYO,, KEN, 1113, 08 OCT 2023,NED,Eindhoven
540, Belay Asefa BEDADA,17 JUN 1992, ETH, 1113, 05 NOV 2023,CHN,Xuzhou
540, Belay Asefa BEDADA,17 JUN 1992, ETH, 1113, 21 MAY 2023,CHN,Taiyuan
541, Matías SILVA,27 OCT 1993, CHI, 1113, 22 OCT 2023,CHI,Santiago de Chile
541, Matías SILVA,27 OCT 1993, CHI, 1113, 27 AUG 2023,ARG,Buenos Aires
541, Matías SILVA,27 OCT 1993, CHI, 1113, 02 APR 2023,CHI,Vina del Mar
542, Hillary KERING,1987, KEN, 1113, 30:36.13 ,CHI,6th AK Track and Field weekend Meet
543, Amaury PAQUET,23 MAY 1991, BEL, 1112, 03 DEC 2023,ESP,Valencia
543, Amaury PAQUET,23 MAY 1991, BEL, 1112, 19 NOV 2023,NED,Nijmegen
543, Amaury PAQUET,23 MAY 1991, BEL, 1112, 01 OCT 2023,NED,Breda
543, Amaury PAQUET,23 MAY 1991, BEL, 1112, 01 JUL 2023,BEL,Netestadion
543, Amaury PAQUET,23 MAY 1991, BEL, 1112, 10 JUN 2023,NED,Zwolle
543, Amaury PAQUET,23 MAY 1991, BEL, 1112, 07 MAY 2023,BEL,Domein Drie Fonteinen Piste
543, Amaury PAQUET,23 MAY 1991, BEL, 1112, 12 FEB 2023,NED,Schoorl
543, Amaury PAQUET,23 MAY 1991, BEL, 1112, 29 JAN 2023,ESP,Sevilla
543, Amaury PAQUET,23 MAY 1991, BEL, 1112, 15 JAN 2023,ESP,Valencia
544, Segundo JAMI,12 MAY 1986, ECU, 1112, 03 DEC 2023,ESP,Valencia
544, Segundo JAMI,12 MAY 1986, ECU, 1112, 27 AUG 2023,ESP,Budapest 2023
544, Segundo JAMI,12 MAY 1986, ECU, 1112, 29:43.4h ,ESP,Ecuadorian Long Distance Championship
544, Segundo JAMI,12 MAY 1986, ECU, 1112, 19 FEB 2023,ESP,Sevilla
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, 26 NOV 2023,NED,Tilburg - XC 10.0km
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, 19 NOV 2023,NED,Nijmegen
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, 15 OCT 2023,NED,Amsterdam
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, 17 SEP 2023,NED,Zaandam
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, 28 JUL 2023,NED,Atletiekbaan Breda
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, 15 JUL 2023,BEL,Stadion De Veen
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, 07 JUL 2023,NED,Atletiekbaan Maarschalkerweerd
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, 29:35.17 ,NED,Dutch 10
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, DNF ,Parliament Hill Fields Athletics Track,Night of the 10
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, 02 APR 2023,GER,Berlin
545, Lucas NIEUWEBOER,01 OCT 1994, NED, 1112, 12 FEB 2023,NED,Schoorl - Dutch 10km Ch
546, Ahmed EL HASSOUNI,21 SEP 1993, MAR, 1112, 28:53.33 ,NED,Moroccan Championships
546, Ahmed EL HASSOUNI,21 SEP 1993, MAR, 1112, 30:54.92 ,NED,Arab Championships
546, Ahmed EL HASSOUNI,21 SEP 1993, MAR, 1112, 21 MAY 2023,MAR,Tiflet
546, Ahmed EL HASSOUNI,21 SEP 1993, MAR, 1112, 29:22.40 ,MAR,3ème Meeting Fédéral
546, Ahmed EL HASSOUNI,21 SEP 1993, MAR, 1112, 30 APR 2023,MAR,Rabat
547, Awet HABTE,29 SEP 1997, ERI, 1111, 29 OCT 2023,ESP,Málaga
547, Awet HABTE,29 SEP 1997, ERI, 1111, 17 JUN 2023,AUT,LAZ Wien
547, Awet HABTE,29 SEP 1997, ERI, 1111, 10 JUN 2023,FRA,Montesson
548, Mohamed EL GHAZOUANY,02 SEP 1995, MAR, 1111, 31 DEC 2023,ESP,Barcelona
548, Mohamed EL GHAZOUANY,02 SEP 1995, MAR, 1111, 09 SEP 2023,SRB,Beograd
548, Mohamed EL GHAZOUANY,02 SEP 1995, MAR, 1111, 17 JUN 2023,FRA,Langueux
548, Mohamed EL GHAZOUANY,02 SEP 1995, MAR, 1111, 04 JUN 2023,ESP,Estadio de Larrabide
548, Mohamed EL GHAZOUANY,02 SEP 1995, MAR, 1111, 14 MAY 2023,DEN,København
548, Mohamed EL GHAZOUANY,02 SEP 1995, MAR, 1111, 23 APR 2023,SRB,Beograd
548, Mohamed EL GHAZOUANY,02 SEP 1995, MAR, 1111, 26 MAR 2023,NED,Venlo
549, Luke Kibet CHERUIYOT,01 FEB 1995, KEN, 1111, 03 DEC 2023,CHN,Shenzhen
549, Luke Kibet CHERUIYOT,01 FEB 1995, KEN, 1111, 16 APR 2023,AUT,Linz
550, Edwin KOECH,14 DEC 1987, KEN, 1111, 05 NOV 2023,MEX,Guadalajara
550, Edwin KOECH,14 DEC 1987, KEN, 1111, 15 OCT 2023,CHN,Dalian
550, Edwin KOECH,14 DEC 1987, KEN, 1111, 04 FEB 2023,NGR,Lagos
551, Regan MAGWAI,12 DEC 1991, RSA, 1111, 03 JUN 2023,RSA,Gqeberha - South African Half Marathon Ch
551, Regan MAGWAI,12 DEC 1991, RSA, 1111, 12 MAR 2023,RSA,Durban - South African Marathon Ch
552, Samuel FREIRE,28 AUG 1990, CPV, 1110, 01 OCT 2023,LAT,Riga
552, Samuel FREIRE,28 AUG 1990, CPV, 1110, 24 SEP 2023,POR,Viana do Castelo
552, Samuel FREIRE,28 AUG 1990, CPV, 1110, 24 AUG 2023,POR,Budapest 2023
552, Samuel FREIRE,28 AUG 1990, CPV, 1110, DNF ,POR,Dutch 10
552, Samuel FREIRE,28 AUG 1990, CPV, 1110, DNF ,Pista Los Silos,Trofeo Iberico
552, Samuel FREIRE,28 AUG 1990, CPV, 1110, 18 MAR 2023,POR,Avis - XC 4.0km
552, Samuel FREIRE,28 AUG 1990, CPV, 1110, 19 FEB 2023,ESP,Barcelona
553, Tom HENDRIKSE,11 AUG 1998, NED, 1109, 20 OCT 2024,NED,Amsterdam
553, Tom HENDRIKSE,11 AUG 1998, NED, 1109, 29 JUN 2024,NED,Appingedam
553, Tom HENDRIKSE,11 AUG 1998, NED, 1109, 08 JUN 2024,NED,Zwolle
553, Tom HENDRIKSE,11 AUG 1998, NED, 1109, 29:12.06 ,NED,Next Generation Athletics
553, Tom HENDRIKSE,11 AUG 1998, NED, 1109, 14 APR 2024,NED,Rotterdam - Dutch Marathon Ch
553, Tom HENDRIKSE,11 AUG 1998, NED, 1109, 24 MAR 2024,NED,Venlo
553, Tom HENDRIKSE,11 AUG 1998, NED, 1109, 10 MAR 2024,NED,Den Haag
553, Tom HENDRIKSE,11 AUG 1998, NED, 1109, 11 FEB 2024,NED,Schoorl - Dutch 10km Ch
554, Daviti KHARAZISHVILI,24 APR 1992, GEO, 1109, 03 DEC 2023,ESP,Valencia
554, Daviti KHARAZISHVILI,24 APR 1992, GEO, 1109, 22 JUN 2023,POL,Stadion Śląski
555, Henry KICHANA,1991, TAN, 1109, 12 NOV 2023,GRE,Athina
556, Polat Kemboi ARIKAN,12 DEC 1990, TUR, 1109, 07 MAY 2023,TUR,Izmir
557, Ezekiel CHEPKOROM,02 AUG 1992, UGA, 1109, 26 NOV 2023,CHN,Shaoxing
557, Ezekiel CHEPKOROM,02 AUG 1992, UGA, 1109, 02 APR 2023,KOR,Daegu
558, Jason POINTEAU,1988, FRA, 1109, 03 DEC 2023,ESP,Valencia
558, Jason POINTEAU,1988, FRA, 1109, 05 NOV 2023,FRA,Bordeaux
558, Jason POINTEAU,1988, FRA, 1109, 08 OCT 2023,FRA,Paris
558, Jason POINTEAU,1988, FRA, 1109, 21 MAY 2023,FRA,Stade R. Gaillard
558, Jason POINTEAU,1988, FRA, 1109, 02 APR 2023,FRA,Paris
559, Haruka KAWAMURA,25 SEP 1999, JPN, 1108, 03 DEC 2023,JPN,Hofu
559, Haruka KAWAMURA,25 SEP 1999, JPN, 1108, 05 MAR 2023,JPN,Tokyo
560, Dinbushe SEBOKA,, ETH, 1108, 27 AUG 2023,CHN,Harbin
560, Dinbushe SEBOKA,, ETH, 1108, 11 JUN 2023,CHN,Jilin
561, Ferdinand CERECEDA,10 FEB 1995, PER, 1108, 03 DEC 2023,ESP,Valencia
561, Ferdinand CERECEDA,10 FEB 1995, PER, 1108, 10 SEP 2023,PER,Lima
561, Ferdinand CERECEDA,10 FEB 1995, PER, 1108, 27 AUG 2023,ARG,Buenos Aires
