Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List
848,Le XU,12 NOV 1997,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1052,Marathon
849,Yuta INAGE,26 OCT 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1052,Marathon [30km Road]
850,Chris THOMPSON,17 APR 1981,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1051,Marathon
851,Takumi OHISI,27 AUG 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1051,Marathon
852,Matt BAXTER,06 AUG 1994,NZL,https://media.aws.iaaf.org/Flags/NZL.gif,1051,Marathon [Half Marathon]
853,Takuya KUMASHIRO,15 MAR 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1051,Marathon [Half Marathon]
854,Hüseyin CAN,27 JAN 1999,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,1051,Marathon [Half Marathon]
855,Garret LEE,21 MAR 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,1051,Marathon
856,Daniel VALDEZ,08 SEP 1990,MEX,https://media.aws.iaaf.org/Flags/MEX.gif,1050,Marathon [Half Marathon]
857,Mathew ROTICH,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1050,Marathon
858,Masaya TAGUCHI,20 MAY 1992,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1050,Marathon
859,Lei LIU,28 NOV 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1050,Marathon
860,Minho PARK,23 JAN 1999,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,1050,Marathon [Half Marathon]
861,John DRESSEL,02 MAY 1997,USA,https://media.aws.iaaf.org/Flags/USA.gif,1050,Marathon [25 km Road]
862,Josh KALAPOS,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1049,Marathon
863,Afewerki ZERU,10 OCT 1997,USA,https://media.aws.iaaf.org/Flags/USA.gif,1049,Marathon [Half Marathon]
864,Dan NASH,23 MAR 1994,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1049,Marathon
865,Chase WEAVERLING,10 JAN 1996,USA,https://media.aws.iaaf.org/Flags/USA.gif,1049,Marathon
866,Primož KOBE,23 MAY 1981,SLO,https://media.aws.iaaf.org/Flags/SLO.gif,1049,Marathon
867,Kamil KARBOWIAK,02 MAY 1995,POL,https://media.aws.iaaf.org/Flags/POL.gif,1049,Marathon [Half Marathon]
868,John Kiprono LANGAT,31 DEC 1996,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1048,Marathon
869,Lesetja PAPO,21 MAY 1994,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,1048,Marathon [Half Marathon]
870,Shiro HINO,06 MAY 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1048,Marathon
871,Moussab HADOUT,11 MAR 1988,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1048,Marathon [Half Marathon]
872,Abdelfattah BEKLAMAAROUF,1997,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1047,Marathon [Half Marathon]
873,Musa BABO,1988,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1047,Marathon
874,Miguel MAZA,25 JUL 1991,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,1047,Marathon
875,Joseph WHELAN,13 NOV 1990,USA,https://media.aws.iaaf.org/Flags/USA.gif,1047,Marathon
876,Nicola BONZI,18 JAN 1995,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1046,Marathon [Half Marathon]
877,Minato OISHI,19 MAY 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1046,Marathon
878,Naoki SAITA,01 MAY 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1046,Marathon [Half Marathon]
879,Kipkemoi KIPSANG,10 OCT 1990,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1046,Marathon
880,Mael SICOT,12 FEB 1993,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1046,Marathon [Half Marathon]
881,Benjamin Robert KENDELL,30 JUN 1996,USA,https://media.aws.iaaf.org/Flags/USA.gif,1046,Marathon [25 km Road]
882,Julius Kibet KOSKEI,06 APR 1982,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1046,Marathon [Half Marathon]
883,Tai SMITH,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1046,Marathon
884,Amanuel KIPKOGEI,1986,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1045,Marathon
885,Krilan LE BIHAN,16 JUL 1998,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1045,Marathon
886,Justino Pedro DA SILVA,01 JUN 1985,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1045,Marathon [Half Marathon]
887,Tomohiro KAIJO,26 OCT 1988,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1045,Marathon
888,Abdelali RAZYN,1991,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1045,Marathon [Half Marathon]
889,Giovanni GRANO,24 APR 1990,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1044,Marathon
890,Donnie COWART,24 OCT 1985,USA,https://media.aws.iaaf.org/Flags/USA.gif,1044,Marathon
891,Ryo OSAKI,19 MAY 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1044,Marathon
892,Jo FUKUDA,31 DEC 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1044,Marathon [Half Marathon]
893,Joseph TROJAN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1044,Marathon [Half Marathon]
894,Mauricio FLANDEZ,06 JAN 1984,CHI,https://media.aws.iaaf.org/Flags/CHI.gif,1044,Marathon
895,Kiprop LIMO,1993,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1044,Marathon
896,Ngonidzashe NCUBE,12 JUL 1986,ZIM,https://media.aws.iaaf.org/Flags/ZIM.gif,1044,Marathon [Half Marathon]
897,Ben PAYNE,16 SEP 1981,USA,https://media.aws.iaaf.org/Flags/USA.gif,1044,Marathon
898,Simion KAMETO,12 DEC 1998,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1043,Marathon
899,Nicholas KIPTOO,26 JUN 1994,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1043,Marathon [Half Marathon]
900,Krystian ZALEWSKI,11 APR 1989,POL,https://media.aws.iaaf.org/Flags/POL.gif,1043,Marathon [Half Marathon]
901,Kyoya TSUJINO,30 OCT 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1043,Marathon [Half Marathon]
902,Haruki MASAGO,31 MAR 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1043,Marathon [Half Marathon]
903,Feleke TULU,31 OCT 1997,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1042,Marathon
904,Iskander YADGAROV,02 MAR 1991,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,1042,Marathon [Half Marathon]
905,Kosuke TSUJIMURA,16 JAN 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1042,Marathon [Half Marathon]
906,Samuel KOMON,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1042,Marathon [Half Marathon]
907,Thijs NIJHUIS,20 SEP 1992,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,1042,Marathon [Half Marathon]
908,Takumi KOMATSU,29 SEP 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1042,Marathon
909,Julian HENINGER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1042,Marathon
910,Aloyce Felix SIMBU,04 OCT 1999,TAN,https://media.aws.iaaf.org/Flags/TAN.gif,1041,Marathon
911,Guillaume RUEL,12 NOV 1997,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1041,Marathon [Half Marathon]
912,Alessandro GIACOBAZZI,01 FEB 1996,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1041,Marathon
913,Mark OLSEN,12 SEP 1995,DEN,https://media.aws.iaaf.org/Flags/DEN.gif,1041,Marathon
914,Jesper LUNDBERG,25 APR 1989,SWE,https://media.aws.iaaf.org/Flags/SWE.gif,1040,Marathon [Half Marathon]
915,Andrew BOWMAN,07 MAR 1994,USA,https://media.aws.iaaf.org/Flags/USA.gif,1040,Marathon [Half Marathon]
916,Benjamin SCHNEIDERMAN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1040,Marathon
917,Seyoum GOSA,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1040,Marathon [Half Marathon]
918,Johnny RUTFORD,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1040,Marathon
919,Fernando MORENO,10 FEB 1994,ECU,https://media.aws.iaaf.org/Flags/ECU.gif,1040,Marathon [Half Marathon]
920,Eduardo Terrance GARCIA,20 NOV 1992,ISV,https://media.aws.iaaf.org/Flags/ISV.gif,1040,Marathon [Half Marathon]
921,Jacob SHIOHIRA,06 SEP 1996,USA,https://media.aws.iaaf.org/Flags/USA.gif,1040,Marathon [Half Marathon]
922,Halil YASIN,02 APR 1999,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,1039,Marathon
923,Dagnachew MARU,10 JAN 1996,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1038,Marathon
924,Tom ANDERSON,12 JAN 1990,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1038,Marathon [Half Marathon]
925,Rodgers GESABWA,14 OCT 1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1038,Marathon [Half Marathon]
926,Tatsuro OYAZAKI,03 JAN 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1037,Marathon
927,Qi CHAOHAI,29 NOV 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1037,Marathon [Half Marathon]
928,Gezaw BEKELE MEGERSSA,13 DEC 1987,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1036,Marathon
929,Adam CLARKE,03 APR 1991,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1036,Marathon [Half Marathon]
930,Yue HONG,08 APR 1997,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1036,Marathon [Half Marathon]
931,Aaron GRÜN,,AUT,https://media.aws.iaaf.org/Flags/AUT.gif,1036,Marathon [Half Marathon]
932,Alberto PUYUELO,05 SEP 1986,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1036,Marathon
933,Takayasu HASHIZUME,14 DEC 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1036,Marathon [Half Marathon]
934,Dean MENZIES,04 FEB 1988,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,1036,Marathon
935,Tyler SICKLER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1036,Marathon
936,Maarten HINDRIKS,12 APR 1995,NED,https://media.aws.iaaf.org/Flags/NED.gif,1036,Marathon
937,Xiaoyang SUN,11 FEB 1993,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1035,Marathon
938,Tyler JERMANN,19 AUG 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1035,Marathon [Half Marathon]
939,Panagiotis KARAISKOS,16 DEC 1988,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,1035,Marathon
940,Geoffrey KENISI,1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1035,Marathon [Half Marathon]
941,Eric Kiprono KIPTANUI,19 APR 1990,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1034,Marathon
942,Elijah TIROP,23 DEC 1992,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1034,Marathon
943,Ross BRADEN,17 JUN 1993,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1034,Marathon
944,Zhihao ZHANG,22 FEB 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1034,Marathon
945,Wan Chun WONG,13 FEB 1996,HKG,https://media.aws.iaaf.org/Flags/HKG.gif,1034,Marathon
946,Alex BURKS,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1034,Marathon
947,Daniel HAMILTON,28 JUL 1991,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1034,Marathon
948,Zhengyou SHA,04 SEP 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1034,Marathon
949,Joaquin ARBE,25 AUG 1990,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,1033,Marathon
950,Augustino Paulo SULLE,13 OCT 1997,TAN,https://media.aws.iaaf.org/Flags/TAN.gif,1033,Marathon
951,Hiroaki FURUKAWA,09 OCT 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1033,Marathon [Half Marathon]
952,Artur BOSSY,30 APR 1994,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1033,Marathon [Half Marathon]
953,Mengiste ASREN,03 JAN 2001,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1033,Marathon
954,Zhongrui GUO,14 OCT 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1032,Marathon [Half Marathon]
955,David GOMEZ GONZÁLEZ,15 AUG 1991,COL,https://media.aws.iaaf.org/Flags/COL.gif,1032,Marathon [Half Marathon]
956,Bereket ZELEKE,07 NOV 2004,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1032,Marathon [Half Marathon]
957,Wendell Geronimo SOUZA,11 OCT 1991,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1032,Marathon [Half Marathon]
958,Mohamed HREZI,28 OCT 1991,LBA,https://media.aws.iaaf.org/Flags/LBA.gif,1032,Marathon
959,Zhongfu QIN,25 MAY 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1031,Marathon
960,Zhujie WANGTANG,05 MAR 2002,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1031,Marathon [Half Marathon]
961,Norman SHREEVE,17 JUN 1987,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1031,Marathon [Half Marathon]
962,Carmeron DICKSON,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1031,Marathon [Half Marathon]
963,Nicolae Alexandru SOARE,20 SEP 1991,ROU,https://media.aws.iaaf.org/Flags/ROU.gif,1030,Marathon [Half Marathon]
964,Mingyuan FENG,12 JUL 2001,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1030,Marathon
965,Asefa MENGSTU,22 JAN 1988,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1029,Marathon
966,Raydon BALIE,31 DEC 1994,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,1029,Marathon [Half Marathon]
967,Samuel SOUZA DO NASCIMENTO,17 AUG 1988,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1029,Marathon
968,Laban CHERUIYOT,1992,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1029,Marathon
969,Mykola MEVSHA,04 OCT 1994,UKR,https://media.aws.iaaf.org/Flags/UKR.gif,1029,Marathon [Half Marathon]
970,Kenneth CHESEREK,02 JAN 1997,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1029,Marathon [Half Marathon]
971,Weldu Negash GEBRETSADIK,12 NOV 1986,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,1028,Marathon [Half Marathon]
972,Kevin KOSKI,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1028,Marathon
973,Gabriel LAUTENSCHLAGER,09 DEC 1995,GER,https://media.aws.iaaf.org/Flags/GER.gif,1028,Marathon
974,John DEWITT,30 APR 1991,USA,https://media.aws.iaaf.org/Flags/USA.gif,1028,Marathon
975,Michael OTTESEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1028,Marathon [Half Marathon]
976,Xuekang ZHANG,17 MAY 2002,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1028,Marathon
977,Kota UEMATSU,16 SEP 2002,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1028,Marathon [Half Marathon]
978,Erik LINDEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1028,Marathon [Half Marathon]
979,Riccardo MUGNOSSO,21 APR 1997,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1027,Marathon [Half Marathon]
980,Abraham KIPLIMO,14 APR 1989,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1027,Marathon [Half Marathon]
981,Ivan KUZNETSOV,16 SEP 1983,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,1026,Marathon
982,Altobeli SILVA,03 DEC 1990,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1026,Marathon [Half Marathon]
983,Benjamin DECKER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1026,Marathon
984,Tianfan LUO,02 SEP 2001,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1026,Marathon
985,Daiki HIROSE,06 OCT 1991,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1026,Marathon [Half Marathon]
986,Masami NAGAKURA,27 MAR 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1025,Marathon [Half Marathon]
987,Khalid LHMAID,01 JAN 2000,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1025,Marathon
988,Adrien TOUCAS,22 OCT 1990,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1025,Marathon
989,Shunpei ODA,23 DEC 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1025,Marathon
990,Shadrack KIMAIYO,1992,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1025,Marathon
991,Jumpei YAMAGUCHI,05 FEB 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1025,Marathon
992,Abdenasir FATHI,20 MAY 1987,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1024,Marathon [Half Marathon]
993,Yao ZHANG,04 JUL 2003,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1024,Marathon
994,Hibiki TSUBOI,11 SEP 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1024,Marathon [Half Marathon]
995,Keita SHITARA,18 DEC 1991,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1024,Marathon [Half Marathon]
996,Chia-Che CHANG,22 APR 1983,TPE,https://media.aws.iaaf.org/Flags/TPE.gif,1024,Marathon
997,Zuohua XIAO,15 SEP 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1024,Marathon
998,Rahal BOUCHFAR,01 APR 2000,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1023,Marathon [Half Marathon]
999,Robert SWOBODA,17 SEP 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,1023,Marathon
1000,Olonbayar JAMSRAN,01 AUG 1993,MGL,https://media.aws.iaaf.org/Flags/MGL.gif,1023,Marathon [Half Marathon]
1001,Oscar MEDINA,14 AUG 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1023,Marathon
1002,Ketema BEHAILU,19 MAR 1994,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1022,Marathon
1003,Wanjiang CEN,29 SEP 1987,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1022,Marathon
1004,Stanley LINTON,21 DEC 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,1022,Marathon
1005,Gerd DEVOS,02 JAN 1989,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,1022,Marathon
1006,Dereje ADUGNA,02 JUN 2000,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1021,Marathon
1007,Jiahao WANG,06 JUL 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1021,Marathon
1008,Abebe SEYOUM,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1021,Marathon [Half Marathon]
1009,João VALENTE,26 SEP 1993,POR,https://media.aws.iaaf.org/Flags/POR.gif,1021,Marathon [Half Marathon]
1010,Alexander LAWRENCE,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1021,Marathon
1011,Qujie LUOSANG,26 DEC 2002,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1021,Marathon [Half Marathon]
1012,Dorian MARCHAL,1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1021,Marathon
1013,Sascha VAN STAA,11 MAR 1992,GER,https://media.aws.iaaf.org/Flags/GER.gif,1021,Marathon
1014,Alvaro ABREU MARTIN,21 JUL 1990,DOM,https://media.aws.iaaf.org/Flags/DOM.gif,1020,Marathon [Half Marathon]
1015,Seyfu JAMAAL,05 NOV 2000,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1020,Marathon [Half Marathon]
1016,Charlie SWEENEY,16 JAN 1999,USA,https://media.aws.iaaf.org/Flags/USA.gif,1019,Marathon
1017,Martin HEHIR,19 DEC 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1019,Marathon
1018,Kevin MCDONNELL,30 OCT 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,1019,Marathon
1019,Michael BLASZCZYK,23 JUL 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1019,Marathon
1020,Wilfred NYATOGO,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1019,Marathon
1021,Shiqing FAN,14 DEC 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1019,Marathon
1022,Dominic JONES,1993,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1019,Marathon
1023,Jared WARD,09 SEP 1988,USA,https://media.aws.iaaf.org/Flags/USA.gif,1018,Marathon [Half Marathon]
1024,Hyun-su SHIN,17 AUG 1991,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,1018,Marathon
1025,Daigo TOMIMURA,01 JAN 2003,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1017,Marathon [30km Road]
1026,Julien NAVARRO,19 SEP 1988,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1017,Marathon
1027,T-Roy BROWN,1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1017,Marathon
1028,Daiki HATANAKA,19 FEB 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1017,Marathon [Half Marathon]
1029,Anthony TOMSICH,1987,USA,https://media.aws.iaaf.org/Flags/USA.gif,1017,Marathon
1030,Ruben SANSOM,13 NOV 1997,NED,https://media.aws.iaaf.org/Flags/NED.gif,1017,Marathon [Half Marathon]
1031,Ronald SCHRÖER,28 SEP 1984,NED,https://media.aws.iaaf.org/Flags/NED.gif,1016,Marathon
1032,Scott NELSON,18 NOV 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,1016,Marathon
1033,Johnny HOGUE,07 DEC 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,1016,Marathon
1034,Duriel HARDY,22 FEB 1988,USA,https://media.aws.iaaf.org/Flags/USA.gif,1016,Marathon
1035,Ilie Alexandru CORNESCHI,17 JUL 1991,ROU,https://media.aws.iaaf.org/Flags/ROU.gif,1015,Marathon
1035,Callum HAWKINS,22 JUN 1992,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1015,Marathon [Half Marathon]
1037,Jae-min KIM,25 DEC 1990,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,1015,Marathon
1038,Huawei CHEN,12 APR 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1015,Marathon
1039,Jonatan VENEMA,12 NOV 2001,NED,https://media.aws.iaaf.org/Flags/NED.gif,1014,Marathon [Half Marathon]
1040,Takuya KITASAKI,05 MAR 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1014,Marathon [Half Marathon]
1041,Naoto HASHIMOTO,05 JUN 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1014,Marathon [Half Marathon]
1042,Josep GOMEZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1014,Marathon [Half Marathon]
1043,Ignas BRASEVIČIUS,21 SEP 1984,LTU,https://media.aws.iaaf.org/Flags/LTU.gif,1014,Marathon [Half Marathon]
1044,Juni LEE,15 APR 1998,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,1014,Marathon [Half Marathon]
1045,Gianluca FERRATO,19 SEP 1993,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1014,Marathon [Half Marathon]
1046,Nick WOLK,11 APR 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,1014,Marathon
1047,Manuel DE BACKER,14 JUL 1996,NED,https://media.aws.iaaf.org/Flags/NED.gif,1014,Marathon
1048,Kazuma KUBO,09 DEC 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1013,Marathon [Half Marathon]
1049,Pradep SINGH CHAUDHARY,06 JUN 1990,IND,https://media.aws.iaaf.org/Flags/IND.gif,1013,Marathon
1050,Charlie LAWRENCE,24 MAR 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,1013,Marathon [Half Marathon]
1051,Jackson NEFF,09 JUL 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1013,Marathon
1052,Menad LAMRANI,18 JAN 1996,ALG,https://media.aws.iaaf.org/Flags/ALG.gif,1013,Marathon [Half Marathon]
1053,Ramazan ÖZDEMIR,06 JUL 1991,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,1013,Marathon [Half Marathon]
1054,Reyes ESTÉVEZ,02 AUG 1976,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1013,Marathon
1055,Bowen YANG,26 AUG 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1013,Marathon [Half Marathon]
1056,Philippe PARROT-MIGAS,12 FEB 1993,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,1012,Marathon [Half Marathon]
1057,Dominic HOCKENBURY,05 OCT 1997,USA,https://media.aws.iaaf.org/Flags/USA.gif,1012,Marathon
1058,Colin MARTIN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1012,Marathon
1059,Takehiko GYOBA,23 MAY 1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1012,Marathon
1060,Florian CARVALHO DE FONSESCO,09 MAR 1989,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1012,Marathon [Half Marathon]
1061,Ryan THOMSON,21 FEB 1996,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1012,Marathon [Half Marathon]
1062,Edson ARRUDA SANTOS,25 NOV 1984,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1011,Marathon
1063,James Tallam CHERUITICH,1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1011,Marathon
1064,Nathan SEVENOIS,1996,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,1011,Marathon [Half Marathon]
1065,Christopher DRYDEN,17 MAY 1999,NZL,https://media.aws.iaaf.org/Flags/NZL.gif,1011,Marathon [Half Marathon]
1066,Zikong WANG,04 OCT 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1010,Marathon
1067,Kensuke YAMAGUCHI,03 MAY 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1010,Marathon
1068,Taiyo WATANABE,13 NOV 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1010,Marathon [Half Marathon]
1069,Ganyu CHENG,08 JAN 1991,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1010,Marathon
1070,Hajime SAKAI,03 DEC 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1010,Marathon [Half Marathon]
1071,Aidan REED,15 JAN 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,1010,Marathon [Half Marathon]
1072,Yann HAVLENA,17 NOV 2000,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,1010,Marathon
1072,Christian Salvador VASCONEZ MANZANO,08 DEC 1989,ECU,https://media.aws.iaaf.org/Flags/ECU.gif,1010,Marathon [Half Marathon]
1074,David KELLER,05 JAN 1992,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,1010,Marathon
