Place,Competitor,DOB,Nat,Nat.1_SRC,Score,Event_List,Athlete_URL
930,Yue HONG,08 APR 1997,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1036,Marathon [Half Marathon],/athletes/pr-of-china/yue-hong-15058848
931,Aaron GRÜN,,AUT,https://media.aws.iaaf.org/Flags/AUT.gif,1036,Marathon [Half Marathon],/athletes/austria/aaron-grun-15169563
932,Alberto PUYUELO,05 SEP 1986,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1036,Marathon,/athletes/spain/alberto-puyuelo-14526973
933,Takayasu HASHIZUME,14 DEC 1990,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1036,Marathon [Half Marathon],/athletes/japan/takayasu-hashizume-014498810
934,Dean MENZIES,04 FEB 1988,AUS,https://media.aws.iaaf.org/Flags/AUS.gif,1036,Marathon,/athletes/australia/dean-menzies-014769883
935,Tyler SICKLER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1036,Marathon,/athletes/united-states/tyler-sickler-014826326
936,Maarten HINDRIKS,12 APR 1995,NED,https://media.aws.iaaf.org/Flags/NED.gif,1036,Marathon,/athletes/netherlands/maarten-hindriks-014687150
937,Xiaoyang SUN,11 FEB 1993,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1035,Marathon,/athletes/pr-of-china/xiaoyang-sun-014957516
938,Tyler JERMANN,19 AUG 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1035,Marathon [Half Marathon],/athletes/united-states/tyler-jermann-014459041
939,Panagiotis KARAISKOS,16 DEC 1988,GRE,https://media.aws.iaaf.org/Flags/GRE.gif,1035,Marathon,/athletes/greece/panagiotis-karaiskos-14686525
940,Geoffrey KENISI,1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1035,Marathon [Half Marathon],/athletes/kenya/geoffrey-kenisi-014436832
941,Eric Kiprono KIPTANUI,19 APR 1990,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1034,Marathon,/athletes/kenya/eric-kiprono-kiptanui-14748422
942,Elijah TIROP,23 DEC 1992,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1034,Marathon,/athletes/kenya/elijah-tirop-14519173
943,Ross BRADEN,17 JUN 1993,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1034,Marathon,/athletes/great-britain-ni/ross-braden-14806131
944,Zhihao ZHANG,22 FEB 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1034,Marathon,/athletes/pr-of-china/zhihao-zhang-014958587
945,Wan Chun WONG,13 FEB 1996,HKG,https://media.aws.iaaf.org/Flags/HKG.gif,1034,Marathon,/athletes/hong-kong-china/wan-chun-wong-014881320
946,Alex BURKS,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1034,Marathon,/athletes/united-states/alex-burks-014733565
947,Daniel HAMILTON,28 JUL 1991,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1034,Marathon,/athletes/great-britain-ni/daniel-hamilton-014533425
948,Zhengyou SHA,04 SEP 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1034,Marathon,/athletes/pr-of-china/zhengyou-sha-014893338
949,Joaquin ARBE,25 AUG 1990,ARG,https://media.aws.iaaf.org/Flags/ARG.gif,1033,Marathon,/athletes/argentina/joaquin-arbe-14180528
950,Augustino Paulo SULLE,13 OCT 1997,TAN,https://media.aws.iaaf.org/Flags/TAN.gif,1033,Marathon,/athletes/tanzania/augustino-paulo-sulle-14757531
951,Hiroaki FURUKAWA,09 OCT 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1033,Marathon [Half Marathon],/athletes/japan/hiroaki-furukawa-014830597
952,Artur BOSSY,30 APR 1994,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1033,Marathon [Half Marathon],/athletes/spain/artur-bossy-014458889
953,Mengiste ASREN,03 JAN 2001,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1033,Marathon,/athletes/ethiopia/mengiste-asren-15080274
954,Zhongrui GUO,14 OCT 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1032,Marathon [Half Marathon],/athletes/pr-of-china/zhongrui-guo-014800509
955,David GOMEZ GONZÁLEZ,15 AUG 1991,COL,https://media.aws.iaaf.org/Flags/COL.gif,1032,Marathon [Half Marathon],/athletes/colombia/david-gomez-gonzalez-14852048
956,Bereket ZELEKE,07 NOV 2004,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1032,Marathon [Half Marathon],/athletes/ethiopia/bereket-zeleke-15042926
957,Wendell Geronimo SOUZA,11 OCT 1991,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1032,Marathon [Half Marathon],/athletes/brazil/wendell-geronimo-souza-14664188
958,Mohamed HREZI,28 OCT 1991,LBA,https://media.aws.iaaf.org/Flags/LBA.gif,1032,Marathon,/athletes/libya/mohamed-hrezi-14400914
959,Zhongfu QIN,25 MAY 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1031,Marathon,/athletes/pr-of-china/zhongfu-qin-014857912
960,Zhujie WANGTANG,05 MAR 2002,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1031,Marathon [Half Marathon],/athletes/pr-of-china/zhujie-wangtang-014913638
961,Norman SHREEVE,17 JUN 1987,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1031,Marathon [Half Marathon],/athletes/great-britain-ni/norman-shreeve-014814400
962,Carmeron DICKSON,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1031,Marathon [Half Marathon],/athletes/united-states/carmeron-dickson-014770139
963,Nicolae Alexandru SOARE,20 SEP 1991,ROU,https://media.aws.iaaf.org/Flags/ROU.gif,1030,Marathon [Half Marathon],/athletes/romania/nicolae-alexandru-soare-14379235
964,Mingyuan FENG,12 JUL 2001,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1030,Marathon,/athletes/pr-of-china/mingyuan-feng-014913516
965,Asefa MENGSTU,22 JAN 1988,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1029,Marathon,/athletes/ethiopia/asefa-mengstu-014438913
966,Raydon BALIE,31 DEC 1994,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,1029,Marathon [Half Marathon],/athletes/south-africa/raydon-balie-014736480
967,Samuel SOUZA DO NASCIMENTO,17 AUG 1988,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1029,Marathon,/athletes/brazil/samuel-souza-do-nascimento-14941317
968,Laban CHERUIYOT,1992,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1029,Marathon,/athletes/kenya/laban-cheruiyot-014860966
969,Mykola MEVSHA,04 OCT 1994,UKR,https://media.aws.iaaf.org/Flags/UKR.gif,1029,Marathon [Half Marathon],/athletes/ukraine/mykola-mevsha-014705790
970,Kenneth CHESEREK,02 JAN 1997,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1029,Marathon [Half Marathon],/athletes/kenya/kenneth-cheserek-14985614
971,Weldu Negash GEBRETSADIK,12 NOV 1986,NOR,https://media.aws.iaaf.org/Flags/NOR.gif,1028,Marathon [Half Marathon],/athletes/norway/weldu-negash-gebretsadik-014471823
972,Kevin KOSKI,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1028,Marathon,/athletes/united-states/kevin-koski-014792934
973,Gabriel LAUTENSCHLAGER,09 DEC 1995,GER,https://media.aws.iaaf.org/Flags/GER.gif,1028,Marathon,/athletes/germany/gabriel-lautenschlager-15003502
974,John DEWITT,30 APR 1991,USA,https://media.aws.iaaf.org/Flags/USA.gif,1028,Marathon,/athletes/united-states/john-dewitt-014485897
975,Michael OTTESEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1028,Marathon [Half Marathon],/athletes/united-states/michael-ottesen-014638164
976,Xuekang ZHANG,17 MAY 2002,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1028,Marathon,/athletes/pr-of-china/xuekang-zhang-15087594
977,Kota UEMATSU,16 SEP 2002,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1028,Marathon [Half Marathon],/athletes/japan/kota-uematsu-014962586
978,Erik LINDEN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1028,Marathon [Half Marathon],/athletes/united-states/erik-linden-014773540
979,Riccardo MUGNOSSO,21 APR 1997,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1027,Marathon [Half Marathon],/athletes/italy/riccardo-mugnosso-014605315
980,Abraham KIPLIMO,14 APR 1989,UGA,https://media.aws.iaaf.org/Flags/UGA.gif,1027,Marathon [Half Marathon],/athletes/uganda/abraham-kiplimo-014229602
981,Ivan KUZNETSOV,16 SEP 1983,RUS,https://media.aws.iaaf.org/Flags/RUS.gif,1026,Marathon,/athletes/russia/ivan-kuznetsov-014222956
982,Altobeli SILVA,03 DEC 1990,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1026,Marathon [Half Marathon],/athletes/brazil/altobeli-silva-14407523
983,Benjamin DECKER,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1026,Marathon,/athletes/united-states/benjamin-decker-14695548
984,Tianfan LUO,02 SEP 2001,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1026,Marathon,/athletes/pr-of-china/tianfan-luo-014913518
985,Daiki HIROSE,06 OCT 1991,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1026,Marathon [Half Marathon],/athletes/japan/daiki-hirose-014446284
986,Masami NAGAKURA,27 MAR 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1025,Marathon [Half Marathon],/athletes/japan/masami-nagakura-14862915
987,Khalid LHMAID,01 JAN 2000,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1025,Marathon,/athletes/morocco/khalid-lhmaid-14884261
988,Adrien TOUCAS,22 OCT 1990,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1025,Marathon,/athletes/france/adrien-toucas-014756628
989,Shunpei ODA,23 DEC 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1025,Marathon,/athletes/japan/shunpei-oda-014853949
990,Shadrack KIMAIYO,1992,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1025,Marathon,/athletes/kenya/shadrack-kimaiyo-014529608
991,Jumpei YAMAGUCHI,05 FEB 1997,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1025,Marathon,/athletes/japan/jumpei-yamaguchi-014868706
992,Abdenasir FATHI,20 MAY 1987,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1024,Marathon [Half Marathon],/athletes/morocco/abdenasir-fathi-014441537
993,Yao ZHANG,04 JUL 2003,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1024,Marathon,/athletes/pr-of-china/yao-zhang-15087591
994,Hibiki TSUBOI,11 SEP 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1024,Marathon [Half Marathon],/athletes/japan/hibiki-tsuboi-014962757
995,Keita SHITARA,18 DEC 1991,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1024,Marathon [Half Marathon],/athletes/japan/keita-shitara-014388856
996,Chia-Che CHANG,22 APR 1983,TPE,https://media.aws.iaaf.org/Flags/TPE.gif,1024,Marathon,/athletes/chinese-taipei/chia-che-chang-14228682
997,Zuohua XIAO,15 SEP 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1024,Marathon,/athletes/pr-of-china/zuohua-xiao-014959511
998,Rahal BOUCHFAR,01 APR 2000,MAR,https://media.aws.iaaf.org/Flags/MAR.gif,1023,Marathon [Half Marathon],/athletes/morocco/rahal-bouchfar-14828825
999,Robert SWOBODA,17 SEP 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,1023,Marathon,/athletes/united-states/robert-swoboda-14838576
1000,Olonbayar JAMSRAN,01 AUG 1993,MGL,https://media.aws.iaaf.org/Flags/MGL.gif,1023,Marathon [Half Marathon],/athletes/mongolia/olonbayar-jamsran-14682519
1001,Oscar MEDINA,14 AUG 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1023,Marathon,/athletes/united-states/oscar-medina-14499660
1002,Ketema BEHAILU,19 MAR 1994,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1022,Marathon,/athletes/ethiopia/ketema-behailu-014574414
1003,Wanjiang CEN,29 SEP 1987,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1022,Marathon,/athletes/pr-of-china/wanjiang-cen-15149822
1004,Stanley LINTON,21 DEC 1993,USA,https://media.aws.iaaf.org/Flags/USA.gif,1022,Marathon,/athletes/united-states/stanley-linton-14637501
1005,Gerd DEVOS,02 JAN 1989,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,1022,Marathon,/athletes/belgium/gerd-devos-014642682
1006,Dereje ADUGNA,02 JUN 2000,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1021,Marathon,/athletes/ethiopia/dereje-adugna-14893948
1007,Jiahao WANG,06 JUL 2000,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1021,Marathon,/athletes/pr-of-china/jiahao-wang-15111707
1008,Abebe SEYOUM,,ETH,https://media.aws.iaaf.org/Flags/ETH.gif,1021,Marathon [Half Marathon],/athletes/ethiopia/abebe-seyoum-15086014
1009,João VALENTE,26 SEP 1993,POR,https://media.aws.iaaf.org/Flags/POR.gif,1021,Marathon [Half Marathon],/athletes/portugal/joao-valente-014509500
1010,Alexander LAWRENCE,,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1021,Marathon,/athletes/great-britain-ni/alexander-lawrence-014898516
1011,Qujie LUOSANG,26 DEC 2002,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1021,Marathon [Half Marathon],/athletes/pr-of-china/qujie-luosang-014892712
1012,Dorian MARCHAL,1995,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1021,Marathon,/athletes/france/dorian-marchal-15023237
1013,Sascha VAN STAA,11 MAR 1992,GER,https://media.aws.iaaf.org/Flags/GER.gif,1021,Marathon,/athletes/germany/sascha-van-staa-14625756
1014,Alvaro ABREU MARTIN,21 JUL 1990,DOM,https://media.aws.iaaf.org/Flags/DOM.gif,1020,Marathon [Half Marathon],/athletes/dominican-republic/alvaro-abreu-martin-014377720
1015,Seyfu JAMAAL,05 NOV 2000,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1020,Marathon [Half Marathon],/athletes/great-britain-ni/seyfu-jamaal-014916781
1016,Charlie SWEENEY,16 JAN 1999,USA,https://media.aws.iaaf.org/Flags/USA.gif,1019,Marathon,/athletes/united-states/charlie-sweeney-14828879
1017,Martin HEHIR,19 DEC 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1019,Marathon,/athletes/united-states/martin-hehir-14470798
1018,Kevin MCDONNELL,30 OCT 1989,USA,https://media.aws.iaaf.org/Flags/USA.gif,1019,Marathon,/athletes/united-states/kevin-mcdonnell-014404118
1019,Michael BLASZCZYK,23 JUL 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1019,Marathon,/athletes/united-states/michael-blaszczyk-14509786
1020,Wilfred NYATOGO,,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1019,Marathon,/athletes/kenya/wilfred-nyatogo-014704930
1021,Shiqing FAN,14 DEC 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1019,Marathon,/athletes/pr-of-china/shiqing-fan-14979037
1022,Dominic JONES,1993,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1019,Marathon,/athletes/great-britain-ni/dominic-jones-014930781
1023,Jared WARD,09 SEP 1988,USA,https://media.aws.iaaf.org/Flags/USA.gif,1018,Marathon [Half Marathon],/athletes/united-states/jared-ward-14455818
1024,Hyun-su SHIN,17 AUG 1991,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,1018,Marathon,/athletes/korea/hyun-su-shin-014382031
1025,Daigo TOMIMURA,01 JAN 2003,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1017,Marathon [30km Road],/athletes/japan/daigo-tomimura-15072379
1026,Julien NAVARRO,19 SEP 1988,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1017,Marathon,/athletes/france/julien-navarro-014840771
1027,T-Roy BROWN,1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1017,Marathon,/athletes/united-states/t-roy-brown-14627153
1028,Daiki HATANAKA,19 FEB 1995,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1017,Marathon [Half Marathon],/athletes/japan/daiki-hatanaka-014610338
1029,Anthony TOMSICH,1987,USA,https://media.aws.iaaf.org/Flags/USA.gif,1017,Marathon,/athletes/united-states/anthony-tomsich-14253329
1030,Ruben SANSOM,13 NOV 1997,NED,https://media.aws.iaaf.org/Flags/NED.gif,1017,Marathon [Half Marathon],/athletes/netherlands/ruben-sansom-014742161
1031,Ronald SCHRÖER,28 SEP 1984,NED,https://media.aws.iaaf.org/Flags/NED.gif,1016,Marathon,/athletes/netherlands/ronald-schroer-14214356
1032,Scott NELSON,18 NOV 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,1016,Marathon,/athletes/united-states/scott-nelson-14247097
1033,Johnny HOGUE,07 DEC 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,1016,Marathon,/athletes/united-states/johnny-hogue-14692819
1034,Duriel HARDY,22 FEB 1988,USA,https://media.aws.iaaf.org/Flags/USA.gif,1016,Marathon,/athletes/united-states/duriel-hardy-14239903
1035,Ilie Alexandru CORNESCHI,17 JUL 1991,ROU,https://media.aws.iaaf.org/Flags/ROU.gif,1015,Marathon,/athletes/romania/ilie-alexandru-corneschi-14373612
1035,Callum HAWKINS,22 JUN 1992,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1015,Marathon [Half Marathon],/athletes/great-britain-ni/callum-hawkins-014371841
1037,Jae-min KIM,25 DEC 1990,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,1015,Marathon,/athletes/korea/jae-min-kim-15081805
1038,Huawei CHEN,12 APR 1996,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1015,Marathon,/athletes/pr-of-china/huawei-chen-014917575
1039,Jonatan VENEMA,12 NOV 2001,NED,https://media.aws.iaaf.org/Flags/NED.gif,1014,Marathon [Half Marathon],/athletes/netherlands/jonatan-venema-15073926
1040,Takuya KITASAKI,05 MAR 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1014,Marathon [Half Marathon],/athletes/japan/takuya-kitasaki-14818178
1041,Naoto HASHIMOTO,05 JUN 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1014,Marathon [Half Marathon],/athletes/japan/naoto-hashimoto-014899989
1042,Josep GOMEZ,,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1014,Marathon [Half Marathon],/athletes/spain/josep-gomez-15055714
1043,Ignas BRASEVIČIUS,21 SEP 1984,LTU,https://media.aws.iaaf.org/Flags/LTU.gif,1014,Marathon [Half Marathon],/athletes/lithuania/ignas-brasevicius-014665024
1044,Juni LEE,15 APR 1998,KOR,https://media.aws.iaaf.org/Flags/KOR.gif,1014,Marathon [Half Marathon],/athletes/korea/juni-lee-014914135
1045,Gianluca FERRATO,19 SEP 1993,ITA,https://media.aws.iaaf.org/Flags/ITA.gif,1014,Marathon [Half Marathon],/athletes/italy/gianluca-ferrato-014526128
1046,Nick WOLK,11 APR 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,1014,Marathon,/athletes/united-states/nick-wolk-014777002
1047,Manuel DE BACKER,14 JUL 1996,NED,https://media.aws.iaaf.org/Flags/NED.gif,1014,Marathon,/athletes/netherlands/manuel-de-backer-14653731
1048,Kazuma KUBO,09 DEC 1996,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1013,Marathon [Half Marathon],/athletes/japan/kazuma-kubo-14768208
1049,Pradep SINGH CHAUDHARY,06 JUN 1990,IND,https://media.aws.iaaf.org/Flags/IND.gif,1013,Marathon,/athletes/india/pradep-singh-chaudhary-014759388
1050,Charlie LAWRENCE,24 MAR 1995,USA,https://media.aws.iaaf.org/Flags/USA.gif,1013,Marathon [Half Marathon],/athletes/united-states/charlie-lawrence-014702757
1051,Jackson NEFF,09 JUL 1992,USA,https://media.aws.iaaf.org/Flags/USA.gif,1013,Marathon,/athletes/united-states/jackson-neff-014505686
1052,Menad LAMRANI,18 JAN 1996,ALG,https://media.aws.iaaf.org/Flags/ALG.gif,1013,Marathon [Half Marathon],/athletes/algeria/menad-lamrani-014694173
1053,Ramazan ÖZDEMIR,06 JUL 1991,TUR,https://media.aws.iaaf.org/Flags/TUR.gif,1013,Marathon [Half Marathon],/athletes/turkiye/ramazan-ozdemir-14473757
1054,Reyes ESTÉVEZ,02 AUG 1976,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1013,Marathon,/athletes/spain/reyes-estevez-14166649
1055,Bowen YANG,26 AUG 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1013,Marathon [Half Marathon],/athletes/pr-of-china/bowen-yang-14977273
1056,Philippe PARROT-MIGAS,12 FEB 1993,CAN,https://media.aws.iaaf.org/Flags/CAN.gif,1012,Marathon [Half Marathon],/athletes/canada/philippe-parrot-migas-14440087
1057,Dominic HOCKENBURY,05 OCT 1997,USA,https://media.aws.iaaf.org/Flags/USA.gif,1012,Marathon,/athletes/united-states/dominic-hockenbury-014689140
1058,Colin MARTIN,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1012,Marathon,/athletes/united-states/colin-martin-014583123
1059,Takehiko GYOBA,23 MAY 1985,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1012,Marathon,/athletes/japan/takehiko-gyoba-014601577
1060,Florian CARVALHO DE FONSESCO,09 MAR 1989,FRA,https://media.aws.iaaf.org/Flags/FRA.gif,1012,Marathon [Half Marathon],/athletes/france/florian-carvalho-de-fonsesco-14183723
1061,Ryan THOMSON,21 FEB 1996,GBR,https://media.aws.iaaf.org/Flags/GBR.gif,1012,Marathon [Half Marathon],/athletes/great-britain-ni/ryan-thomson-014524850
1062,Edson ARRUDA SANTOS,25 NOV 1984,BRA,https://media.aws.iaaf.org/Flags/BRA.gif,1011,Marathon,/athletes/brazil/edson-arruda-santos-014336046
1063,James Tallam CHERUITICH,1987,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1011,Marathon,/athletes/kenya/james-tallam-cheruitich-014385020
1064,Nathan SEVENOIS,1996,BEL,https://media.aws.iaaf.org/Flags/BEL.gif,1011,Marathon [Half Marathon],/athletes/belgium/nathan-sevenois-014709525
1065,Christopher DRYDEN,17 MAY 1999,NZL,https://media.aws.iaaf.org/Flags/NZL.gif,1011,Marathon [Half Marathon],/athletes/new-zealand/christopher-dryden-014776974
1066,Zikong WANG,04 OCT 1999,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1010,Marathon,/athletes/pr-of-china/zikong-wang-014902362
1067,Kensuke YAMAGUCHI,03 MAY 1999,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1010,Marathon,/athletes/japan/kensuke-yamaguchi-014206814
1068,Taiyo WATANABE,13 NOV 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1010,Marathon [Half Marathon],/athletes/japan/taiyo-watanabe-014856484
1069,Ganyu CHENG,08 JAN 1991,CHN,https://media.aws.iaaf.org/Flags/CHN.gif,1010,Marathon,/athletes/pr-of-china/ganyu-cheng-014172799
1070,Hajime SAKAI,03 DEC 1993,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1010,Marathon [Half Marathon],/athletes/japan/hajime-sakai-014904285
1071,Aidan REED,15 JAN 1998,USA,https://media.aws.iaaf.org/Flags/USA.gif,1010,Marathon [Half Marathon],/athletes/united-states/aidan-reed-14780666
1072,Yann HAVLENA,17 NOV 2000,CZE,https://media.aws.iaaf.org/Flags/CZE.gif,1010,Marathon,/athletes/czechia/yann-havlena-15006598
1072,Christian Salvador VASCONEZ MANZANO,08 DEC 1989,ECU,https://media.aws.iaaf.org/Flags/ECU.gif,1010,Marathon [Half Marathon],/athletes/ecuador/christian-salvador-vasconez-manzano-14497599
1074,David KELLER,05 JAN 1992,SUI,https://media.aws.iaaf.org/Flags/SUI.gif,1010,Marathon,/athletes/switzerland/david-keller-014840758
1075,Jose Ignacio GIMENEZ PEREZ,05 OCT 1994,ESP,https://media.aws.iaaf.org/Flags/ESP.gif,1009,Marathon [Half Marathon],/athletes/spain/jose-ignacio-gimenez-perez-014647379
1076,Shunsuke MATSUI,11 AUG 1991,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1009,Marathon [Half Marathon],/athletes/japan/shunsuke-matsui-014916271
1077,Michael DUGGAN,01 APR 1997,USA,https://media.aws.iaaf.org/Flags/USA.gif,1009,Marathon,/athletes/united-states/michael-duggan-14749792
1078,Bernard Kipkemoi ROTICH,11 AUG 1986,KEN,https://media.aws.iaaf.org/Flags/KEN.gif,1008,Marathon,/athletes/kenya/bernard-kipkemoi-rotich-14209650
1079,Masatoshi TERANISHI,02 OCT 1994,JPN,https://media.aws.iaaf.org/Flags/JPN.gif,1008,Marathon [Half Marathon],/athletes/japan/masatoshi-teranishi-014632530
1080,Malixole KALIDENI,10 JUN 1992,RSA,https://media.aws.iaaf.org/Flags/RSA.gif,1008,Marathon [Half Marathon],/athletes/south-africa/malixole-kalideni-14913266
1081,Alberto MENA,,USA,https://media.aws.iaaf.org/Flags/USA.gif,1008,Marathon,/athletes/united-states/alberto-mena-15098928
