Place,Competitor,DOB,Nationality,Score,Date,res,city,place
722, Takuya FUJIKAWA,17 DEC 1992, JPN, 1076, 28:54.91 ,CHN,4th Chugoku Corporate Long Distance Challenge,13
722, Takuya FUJIKAWA,17 DEC 1992, JPN, 1076, 29:24.32 ,CHN,3rd Chugoku Corporate Long Distance Challenge,20
722, Takuya FUJIKAWA,17 DEC 1992, JPN, 1076, 20 MAY 2023,JPN,Municipal Stadium,8
722, Takuya FUJIKAWA,17 DEC 1992, JPN, 1076, 28:57.22 ,JPN,62nd Chugoku Corporate Athletics Championship,30
722, Takuya FUJIKAWA,17 DEC 1992, JPN, 1076, 05 MAR 2023,JPN,Tokyo,61
722, Takuya FUJIKAWA,17 DEC 1992, JPN, 1076, 12 FEB 2023,JPN,Ishin Me-Life Stadium,UNC
723, Zicheng LI,10 APR 1990, CHN, 1076, 18 NOV 2023,CHN,Yiwu,43
723, Zicheng LI,10 APR 1990, CHN, 1076, 24 SEP 2023,GER,Berlin,4
724, Mathew KEMBOI,06 MAR 1993, KEN, 1075, 05 NOV 2023,TUR,Istanbul,3
725, Ronald Kiprotich KIRUI,06 DEC 1998, KEN, 1075, 10 DEC 2023,MEX,Monterrey,3
725, Ronald Kiprotich KIRUI,06 DEC 1998, KEN, 1075, 19 NOV 2023,HKG,Hong Kong-Zhuhai-Macao Bridge,UNC
726, Aleksey REUNKOV,28 JAN 1984, RUS, 1075, 01 OCT 2023,RUS,Moskva,1
726, Aleksey REUNKOV,28 JAN 1984, RUS, 1075, 02 SEP 2023,RUS,Perm,3
726, Aleksey REUNKOV,28 JAN 1984, RUS, 1075, 06 AUG 2023,RUS,St. Petersburg,1
726, Aleksey REUNKOV,28 JAN 1984, RUS, 1075, 11 JUN 2023,RUS,St. Petersburg,3
726, Aleksey REUNKOV,28 JAN 1984, RUS, 1075, 14 MAY 2023,RUS,Moskva,64
727, Riad GUERFI,15 OCT 1987, FRA, 1075, 03 DEC 2023,ESP,Valencia,20
727, Riad GUERFI,15 OCT 1987, FRA, 1075, 08 OCT 2023,FRA,Paris,4
727, Riad GUERFI,15 OCT 1987, FRA, 1075, 05 JUL 2023,FRA,Stade Pierre de Coubertin,9
727, Riad GUERFI,15 OCT 1987, FRA, 1075, 12 MAR 2023,Carhaix - XC 9.81km,Site de Kerampuilh,19
728, JP FLAVIN,31 JUL 1998, USA, 1075, 25 JUN 2023,USA,Boston,17
728, JP FLAVIN,31 JUL 1998, USA, 1075, 17 APR 2023,USA,Boston,26
728, JP FLAVIN,31 JUL 1998, USA, 1075, 15 JAN 2023,USA,Houston,2
729, Ryan GREGSON,26 APR 1990, AUS, 1075, 15 OCT 2023,AUS,Cricket Ground,3
729, Ryan GREGSON,26 APR 1990, AUS, 1075, 13 AUG 2023,AUS,Alexandra Headland,5
729, Ryan GREGSON,26 APR 1990, AUS, 1075, 01 JUL 2023,AUS,Southport,6
729, Ryan GREGSON,26 APR 1990, AUS, 1075, 11 JUN 2023,AUS,Riverbend Park,ST
729, Ryan GREGSON,26 APR 1990, AUS, 1075, 23 FEB 2023,AUS,Lakeside Stadium,13
729, Ryan GREGSON,26 APR 1990, AUS, 1075, 23 FEB 2023,AUS,Lakeside Stadium,2
730, Tesfu TEWELDE,21 JUL 1997, ERI, 1074, 06 OCT 2024,AUS,St. Paul,15
730, Tesfu TEWELDE,21 JUL 1997, ERI, 1074, 27 MAY 2024,USA,Boulder,5
730, Tesfu TEWELDE,21 JUL 1997, ERI, 1074, 16 MAR 2024,USA,Los Angeles,SC
731, Simon PAULUS,04 MAY 1998, NAM, 1074, 04 FEB 2023,NAM,Independence Stadium,48
732, Fumihiro MARUYAMA,01 JUL 1990, JPN, 1074, 04 FEB 2024,JPN,Oita,59
733, Shota NISHIWAKI,27 APR 2001, JPN, 1074, 14 OCT 2023,JPN,Showa Park,32
733, Shota NISHIWAKI,27 APR 2001, JPN, 1074, 29:39.14 ,JPN,Selection Meeting for 55th All Japan Inter-University Ekiden,1
733, Shota NISHIWAKI,27 APR 2001, JPN, 1074, 28:38.43 ,JPN,102nd Kanto Inter-University Track & Field Championships,99
733, Shota NISHIWAKI,27 APR 2001, JPN, 1074, 12 MAR 2023,JPN,Showa Park,7
734, Andrew Ben KIMTAI,12 AUG 1989, KEN, 1074, 26 NOV 2023,CHN,Shaoxing,F
734, Andrew Ben KIMTAI,12 AUG 1989, KEN, 1074, 23 APR 2023,SRB,Beograd,8
735, Liam BOUDIN,03 SEP 1997, AUS, 1074, 29:06.32 ,SRB,Australian 10,3
735, Liam BOUDIN,03 SEP 1997, AUS, 1074, 29 OCT 2023,AUS,Foreshore,5
735, Liam BOUDIN,03 SEP 1997, AUS, 1074, 17 SEP 2023,AUS,Adelaide,10
735, Liam BOUDIN,03 SEP 1997, AUS, 1074, 02 APR 2023,AUS,Queensland Sport and Athletics Centre,15
735, Liam BOUDIN,03 SEP 1997, AUS, 1074, 11 MAR 2023,AUS,SOPAC,7
735, Liam BOUDIN,03 SEP 1997, AUS, 1074, 11 FEB 2023,AUS,SA Athletic Stadium,6
735, Liam BOUDIN,03 SEP 1997, AUS, 1074, 02 FEB 2023,AUS,Hagenauer Reserve,1
735, Liam BOUDIN,03 SEP 1997, AUS, 1074, 21 JAN 2023,AUS,Queensland Sport and Athletics Centre,3
736, Gaetan CALS,21 APR 1988, FRA, 1074, 22 OCT 2023,FRA,Rennes,11
736, Gaetan CALS,21 APR 1988, FRA, 1074, 24 SEP 2023,FRA,Montbéliard - French Half Marathon Ch,5
736, Gaetan CALS,21 APR 1988, FRA, 1074, 21 MAY 2023,FRA,Stade Bachelard,29
736, Gaetan CALS,21 APR 1988, FRA, 1074, 26 MAR 2023,FRA,Houilles,52
736, Gaetan CALS,21 APR 1988, FRA, 1074, 19 FEB 2023,ESP,Sevilla,21
737, Colin MICKOW,15 MAR 1990, USA, 1074, 17 APR 2023,USA,Boston,9
737, Colin MICKOW,15 MAR 1990, USA, 1074, 26 FEB 2023,USA,Fort Worth,24
738, Adrian LEHMANN,06 DEC 1989, SUI, 1073, 29 OCT 2023,SUI,Luzern - World Military Championships,3
738, Adrian LEHMANN,06 DEC 1989, SUI, 1073, 23 APR 2023,SUI,Zürich - Swiss Marathon Ch,18
738, Adrian LEHMANN,06 DEC 1989, SUI, 1073, 02 APR 2023,GER,Berlin,5
738, Adrian LEHMANN,06 DEC 1989, SUI, 1073, 25 MAR 2023,SUI,Uster - Swiss 10 km Ch,F
738, Adrian LEHMANN,06 DEC 1989, SUI, 1073, 28 JAN 2023,Magglingen (i,Halle End der Welt,4
739, Cesare MAESTRI,12 NOV 1993, ITA, 1073, 05 NOV 2023,ITA,Torino,72
740, Nelson ITO CCURO,12 APR 1990, PER, 1073, 03 DEC 2023,ESP,Valencia,45
740, Nelson ITO CCURO,12 APR 1990, PER, 1073, 27 AUG 2023,ESP,Budapest 2023,4
740, Nelson ITO CCURO,12 APR 1990, PER, 1073, 29:40.67 ,ESP,Peruvian Championships,5
740, Nelson ITO CCURO,12 APR 1990, PER, 1073, 16 JUN 2023,PER,Estadio Atlético de la VIDENA,4
740, Nelson ITO CCURO,12 APR 1990, PER, 1073, 21 MAY 2023,PER,Lima - Peruvian Marathon Ch,1
740, Nelson ITO CCURO,12 APR 1990, PER, 1073, 29:37.20 ,PER,Control Preparatorio,3
740, Nelson ITO CCURO,12 APR 1990, PER, 1073, 14 APR 2023,PER,Estadio Atlético de la VIDENA,42
741, Eddie MULDER,, USA, 1073, 24 SEP 2023,GER,Berlin,27
741, Eddie MULDER,, USA, 1073, 17 APR 2023,USA,Boston,F1
741, Eddie MULDER,, USA, 1073, 04 FEB 2023,Boston,Boston Univ. Track & Tennis Center,F3
741, Eddie MULDER,, USA, 1073, 27 JAN 2023,Boston,Boston Univ. Track & Tennis Center,25
742, Kazuma ITO,17 JUN 1988, JPN, 1073, 12 JUL 2023,JPN,Municipal Stadium,11
742, Kazuma ITO,17 JUN 1988, JPN, 1073, 01 JUL 2023,JPN,Athletics Stadium,11
743, Adamu GETAHUM,2000, ETH, 1072, 22 OCT 2023,CHN,Suzhou,2
743, Adamu GETAHUM,2000, ETH, 1072, 24 FEB 2023,ISR,Tel Aviv,20
744, Jun XUE,20 DEC 1999, CHN, 1072, 29 OCT 2023,CHN,Beijing,F
744, Jun XUE,20 DEC 1999, CHN, 1072, DNF ,Sports Center,National Athletics Championships,12
744, Jun XUE,20 DEC 1999, CHN, 1072, 16 JUL 2023,CHN,Liupanshui,3
744, Jun XUE,20 DEC 1999, CHN, 1072, 32:20.46 ,CHN,5th National Grand Prix,3
744, Jun XUE,20 DEC 1999, CHN, 1072, 09 JUN 2023,CHN,Olympic Sports Center,10
744, Jun XUE,20 DEC 1999, CHN, 1072, 16 APR 2023,CHN,Wuhan,17
744, Jun XUE,20 DEC 1999, CHN, 1072, 31:18.73 ,CHN,Southwest China Regional Invitation Meeting,13
744, Jun XUE,20 DEC 1999, CHN, 1072, 07 APR 2023,CHN,Sichuan Xipu Training Base,3
745, Frank LUJAN,17 JAN 2000, PER, 1071, 29:13.78 ,PER,Grand Prix Sudamericano Pedro Gálvez Velarde,3
745, Frank LUJAN,17 JAN 2000, PER, 1071, 29:27.66 ,PER,Peruvian Championships,2
745, Frank LUJAN,17 JAN 2000, PER, 1071, 21 MAY 2023,PER,Lima10K,23
746, Kiyohito AKIYAMA,19 NOV 1994, JPN, 1071, 15 OCT 2023,JPN,Tokyo,8
746, Kiyohito AKIYAMA,19 NOV 1994, JPN, 1071, 29:06.12 ,JPN,24th Chubu Area Corporate Teams Championships,54
747, Masaru AOKI,16 MAY 1990, JPN, 1071, 15 OCT 2023,JPN,Tokyo,1
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 18 NOV 2023,URU,Montevideo,OC
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 05 NOV 2023,ARG,San Isidro,45
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 24 SEP 2023,GER,Berlin,1
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 16 SEP 2023,URU,Canelones,6
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 30 JUL 2023,BRA,COTP Stadium,7
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 30:04.90 ,BRA,South American Athletics Championships,5
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 02 JUL 2023,BOL,Santa Cruz de la Sierra,OC
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 28 MAY 2023,CHI,Pista Atlética Eliana Gaete Lazo,3
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 21 MAY 2023,CHI,San Carlos de Apoquindo,OC
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 14 MAY 2023,ARG,Cef N°3 Hugo Mario La Nasa,OC
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 29:34.92 ,ARG,Argentinian Championships,UNC
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 02 APR 2023,URU,Mercedes,2
748, Martin Esteban CUESTAS,08 DEC 1986, URU, 1071, 25 MAR 2023,URU,San Carlos - National Events,31
749, Kei KATANISHI,18 MAR 1997, JPN, 1071, 05 MAR 2023,JPN,Tokyo,1
750, Stephen MUNGATHIA,, KEN, 1070, 26 NOV 2023,TPE,National Stadium,3
750, Stephen MUNGATHIA,, KEN, 1070, 22 OCT 2023,INA,Jakarta,21
751, Kazuya AZEKAMI,14 NOV 1996, JPN, 1070, 29:13.02 ,INA,Hachioji Long Distance,35
751, Kazuya AZEKAMI,14 NOV 1996, JPN, 1070, 15 OCT 2023,JPN,Tokyo,8
751, Kazuya AZEKAMI,14 NOV 1996, JPN, 1070, 14 MAY 2023,JPN,Nagaragawa Stadium,11
751, Kazuya AZEKAMI,14 NOV 1996, JPN, 1070, 23 APR 2023,JPN,Gifu,23
751, Kazuya AZEKAMI,14 NOV 1996, JPN, 1070, 26 FEB 2023,JPN,Osaka,37
751, Kazuya AZEKAMI,14 NOV 1996, JPN, 1070, 05 FEB 2023,JPN,Marugame,12
752, Wang XU,06 DEC 1990, CHN, 1070, 29 OCT 2023,CHN,Chengdu,8
752, Wang XU,06 DEC 1990, CHN, 1070, 17 SEP 2023,CHN,Shenyang,7
752, Wang XU,06 DEC 1990, CHN, 1070, 16 APR 2023,CHN,Wuhan,11
752, Wang XU,06 DEC 1990, CHN, 1070, 02 APR 2023,CHN,Xiamen,7
752, Wang XU,06 DEC 1990, CHN, 1070, 19 MAR 2023,CHN,Chongqing,12
753, Kosei MACHIDA,22 OCT 2000, JPN, 1069, 28:45.42 ,CHN,24th Chubu Area Corporate Teams Championships,8
753, Kosei MACHIDA,22 OCT 2000, JPN, 1069, 15 JUL 2023,JPN,Aoba Park Athletic Field,29
753, Kosei MACHIDA,22 OCT 2000, JPN, 1069, 30:11.17 ,JPN,Hokuren Distance Challenge 2023 - Abashiri,2
753, Kosei MACHIDA,22 OCT 2000, JPN, 1069, 28:46.25 ,JPN,67th Central Japan Corporate Teams Athletics Championships,1
754, Enock KIPKEMBOI,24 DEC 2000, KEN, 1069, 17 DEC 2023,CHN,Danzhou,E
754, Enock KIPKEMBOI,24 DEC 2000, KEN, 1069, 08 OCT 2023,CHN,Paris,E
754, Enock KIPKEMBOI,24 DEC 2000, KEN, 1069, 11 JUN 2023,CHN,Kigali,15
755, Lorenz BAUM,25 MAY 1990, GER, 1069, 25 NOV 2023,Perl - XC 9.7km,Gelände um das Deutsch-Luxemburgische Schengen-Lyzeum,3
755, Lorenz BAUM,25 MAY 1990, GER, 1069, 01 OCT 2023,GER,Köln - German Marathon Ch,14
755, Lorenz BAUM,25 MAY 1990, GER, 1069, 10 SEP 2023,GER,Bad Liebenzell,10
755, Lorenz BAUM,25 MAY 1990, GER, 1069, 09 JUL 2023,GER,Auestadion,1
755, Lorenz BAUM,25 MAY 1990, GER, 1069, 17 JUN 2023,GER,Städtisches Stadion,21
755, Lorenz BAUM,25 MAY 1990, GER, 1069, 20 MAY 2023,GER,Carl-Kaufmann-Stadion,7
755, Lorenz BAUM,25 MAY 1990, GER, 1069, 29:50.23 ,GER,German 10,9
755, Lorenz BAUM,25 MAY 1990, GER, 1069, 26 MAR 2023,GER,Freiburg,1
756, Dmitriy NEDELIN,25 NOV 1991, RUS, 1069, 01 OCT 2023,KAZ,Almaty,1
756, Dmitriy NEDELIN,25 NOV 1991, RUS, 1069, 17 SEP 2023,RUS,Moskva,1
756, Dmitriy NEDELIN,25 NOV 1991, RUS, 1069, 06 AUG 2023,RUS,St. Petersburg,1
756, Dmitriy NEDELIN,25 NOV 1991, RUS, 1069, 01 JUL 2023,RUS,Voronovo,4
756, Dmitriy NEDELIN,25 NOV 1991, RUS, 1069, 11 JUN 2023,RUS,St. Petersburg,2
756, Dmitriy NEDELIN,25 NOV 1991, RUS, 1069, 14 MAY 2023,RUS,Moskva,F3
756, Dmitriy NEDELIN,25 NOV 1991, RUS, 1069, 05 MAR 2023,Moskva (i,LFK CSKA,2
756, Dmitriy NEDELIN,25 NOV 1991, RUS, 1069, 03 MAR 2023,RUS,LFK CSKA,23
757, Ryotaro NATORI,21 JUL 1998, JPN, 1069, 28:42.77 ,RUS,Hachioji Long Distance,8
757, Ryotaro NATORI,21 JUL 1998, JPN, 1069, 28:16.12 ,RUS,1st Nittaidai Challenge Games,1
757, Ryotaro NATORI,21 JUL 1998, JPN, 1069, 19 FEB 2023,JPN,Ohme,6
757, Ryotaro NATORI,21 JUL 1998, JPN, 1069, 29 JAN 2023,JPN,Osaka Half Marathon Course,3
758, Anubaike KUWAN,18 MAR 1996, CHN, 1069, 17 DEC 2023,CHN,Danzhou,UNC
758, Anubaike KUWAN,18 MAR 1996, CHN, 1069, 19 NOV 2023,CHN,Hefei,13
758, Anubaike KUWAN,18 MAR 1996, CHN, 1069, 02 APR 2023,CHN,Xiamen,6
758, Anubaike KUWAN,18 MAR 1996, CHN, 1069, 19 MAR 2023,CHN,Chongqing,12
759, Ryuichi YOSHIOKA,17 SEP 1998, JPN, 1069, 20 OCT 2024,JPN,Tokyo,37
759, Ryuichi YOSHIOKA,17 SEP 1998, JPN, 1069, 25 AUG 2024,JPN,Sapporo,14
759, Ryuichi YOSHIOKA,17 SEP 1998, JPN, 1069, 29:44.58 ,JPN,66th East Japan Corporate Athletics Championships,20
759, Ryuichi YOSHIOKA,17 SEP 1998, JPN, 1069, 04 MAY 2024,JPN,Nishishina Athletic Stadium,17
759, Ryuichi YOSHIOKA,17 SEP 1998, JPN, 1069, 29:35.23 ,JPN,72nd Hyogo Relay Carnival,1
759, Ryuichi YOSHIOKA,17 SEP 1998, JPN, 1069, 04 FEB 2024,JPN,Marugame,F
759, Ryuichi YOSHIOKA,17 SEP 1998, JPN, 1069, 28 JAN 2024,JPN,Osaka,29
759, Jacob HESLINGTON,18 OCT 1994, USA, 1069, 04 SEP 2023,USA,New Haven,25
759, Jacob HESLINGTON,18 OCT 1994, USA, 1069, 17 JUN 2023,USA,Duluth,3
761, Ernesto Andrés ZAMORA,13 APR 1983, URU, 1068, 18 NOV 2023,URU,Montevideo,F
761, Ernesto Andrés ZAMORA,13 APR 1983, URU, 1068, 22 OCT 2023,CHI,Santiago de Chile,46
761, Ernesto Andrés ZAMORA,13 APR 1983, URU, 1068, 27 AUG 2023,CHI,Budapest 2023,13
761, Ernesto Andrés ZAMORA,13 APR 1983, URU, 1068, 23 APR 2023,GER,Hamburg,2
761, Ernesto Andrés ZAMORA,13 APR 1983, URU, 1068, 11 FEB 2023,URU,Maldonado,2
761, Ernesto Andrés ZAMORA,13 APR 1983, URU, 1068, 07 JAN 2023,URU,Maldonado - Uruguayan 10km Road Running Ch,8
762, Benson NZIOKI,25 APR 2003, KEN, 1068, 26 MAR 2023,GER,Hannover,5
763, Maxwell ROTICH,05 AUG 1998, UGA, 1068, 19 NOV 2023,HKG,Hong Kong-Zhuhai-Macao Bridge,4
763, Maxwell ROTICH,05 AUG 1998, UGA, 1068, 24 SEP 2023,FRA,Montbéliard,2
763, Maxwell ROTICH,05 AUG 1998, UGA, 1068, 01 APR 2023,CZE,Praha,2
763, Maxwell ROTICH,05 AUG 1998, UGA, 1068, 15 JAN 2023,BRA,Cuiaba,2
764, Simion TARUS,, KEN, 1068, 05 NOV 2023,POR,Porto,42
765, Masaki SAKUDA,06 MAY 1996, JPN, 1068, 15 OCT 2023,JPN,Tokyo,13
765, Masaki SAKUDA,06 MAY 1996, JPN, 1068, 26 FEB 2023,JPN,Osaka,73
766, Yohan ZARADZKI,21 SEP 1994, BEL, 1068, 03 DEC 2023,ESP,Valencia,7
766, Yohan ZARADZKI,21 SEP 1994, BEL, 1068, 24 SEP 2023,POL,Warszawa,24
766, Yohan ZARADZKI,21 SEP 1994, BEL, 1068, 05 AUG 2023,BEL,Oscar van Rumst Stadion,2
766, Yohan ZARADZKI,21 SEP 1994, BEL, 1068, 21 MAY 2023,AUT,Salzburg,5
766, Yohan ZARADZKI,21 SEP 1994, BEL, 1068, 07 MAY 2023,SUI,Genève,22
766, Yohan ZARADZKI,21 SEP 1994, BEL, 1068, 29 JAN 2023,ESP,Sevilla,15
767, Ben CONNOR,17 OCT 1992, GBR, 1068, 23 APR 2023,GBR,London,1
767, Ben CONNOR,17 OCT 1992, GBR, 1068, 12 MAR 2023,ESP,Elche,5
768, Alan PETERSON,04 NOV 1991, USA, 1067, 14 OCT 2023,USA,Valley Cottage,12
769, Ben OLSON,02 APR 2000, USA, 1067, 03 DEC 2023,USA,Sacramento,141
769, Ben OLSON,02 APR 2000, USA, 1067, 17 JUN 2023,USA,Duluth,1
769, Ben OLSON,02 APR 2000, USA, 1067, 13 MAY 2023,USA,Schlanser Track Complex,4
769, Ben OLSON,02 APR 2000, USA, 1067, 13 MAY 2023,USA,Schlanser Track Complex,3
769, Ben OLSON,02 APR 2000, USA, 1067, 31:19.13 ,USA,The Summit League Track and Field Championships,3
769, Ben OLSON,02 APR 2000, USA, 1067, 05 MAY 2023,USA,McClimon Outdoor Track,29
769, Ben OLSON,02 APR 2000, USA, 1067, 27 APR 2023,USA,Drake Stadium,19
769, Ben OLSON,02 APR 2000, USA, 1067, 30:32.08 ,USA,Bryan Clay Invitational,12
769, Ben OLSON,02 APR 2000, USA, 1067, 31 MAR 2023,USA,Cobb Track and Angell Field,2
769, Ben OLSON,02 APR 2000, USA, 1067, 26 FEB 2023,USA,The DakotaDome,9
769, Ben OLSON,02 APR 2000, USA, 1067, 26 FEB 2023,USA,The DakotaDome,3
769, Ben OLSON,02 APR 2000, USA, 1067, 25 FEB 2023,USA,The DakotaDome,OT
769, Ben OLSON,02 APR 2000, USA, 1067, 10 FEB 2023,USA,Dempsey Indoor,7
770, Jungsub SHIM,21 FEB 1991, KOR, 1067, 31:27.28 ,KOR,104th National Sports Festival,4
770, Jungsub SHIM,21 FEB 1991, KOR, 1067, 15 OCT 2023,KOR,Mokpo,7
770, Jungsub SHIM,21 FEB 1991, KOR, 1067, 05 OCT 2023,CHN,Qiantang River Green Belt,4
770, Jungsub SHIM,21 FEB 1991, KOR, 1067, 30:53.47 ,CHN,Korean Championships,2
770, Jungsub SHIM,21 FEB 1991, KOR, 1067, 24 JUN 2023,KOR,Jeongseon Sports Complex,20
770, Jungsub SHIM,21 FEB 1991, KOR, 1067, 19 MAR 2023,KOR,Seoul,UNC
771, Ivan SIURIS,17 JUN 1991, MDA, 1066, 11 NOV 2023,MDA,Piața Primăriei,27
771, Ivan SIURIS,17 JUN 1991, MDA, 1066, 15 OCT 2023,NED,Amsterdam,11
771, Ivan SIURIS,17 JUN 1991, MDA, 1066, 21 JUN 2023,POL,Stadion Śląski,3
771, Ivan SIURIS,17 JUN 1991, MDA, 1066, 03 JUN 2023,ROU,Stadionul Iolanda Balas Soter,1
771, Ivan SIURIS,17 JUN 1991, MDA, 1066, 03 JUN 2023,ROU,Stadionul Iolanda Balas Soter,22
771, Ivan SIURIS,17 JUN 1991, MDA, 1066, 26 MAR 2023,POL,Warszawa,14
771, Ivan SIURIS,17 JUN 1991, MDA, 1066, 29 JAN 2023,ESP,Sevilla,24
772, Connor WEAVER,, USA, 1066, 17 APR 2023,USA,Boston,15
773, Juan Luis BARRIOS,24 JUN 1983, MEX, 1066, 12 NOV 2023,USA,Boston,1
773, Juan Luis BARRIOS,24 JUN 1983, MEX, 1066, 10 AUG 2023,POL,Stadion Miejski,3
773, Juan Luis BARRIOS,24 JUN 1983, MEX, 1066, 02 JUL 2023,ESA,San Salvador,OC
773, Juan Luis BARRIOS,24 JUN 1983, MEX, 1066, 28:55.82 ,ESA,Canadian 10,19
773, Juan Luis BARRIOS,24 JUN 1983, MEX, 1066, 19 MAR 2023,USA,New York,6
773, Juan Luis BARRIOS,24 JUN 1983, MEX, 1066, 26 FEB 2023,MEX,Guadalajara,2
774, Bo ZHOU,09 AUG 1993, CHN, 1066, 17 DEC 2023,CHN,Danzhou,9
774, Bo ZHOU,09 AUG 1993, CHN, 1066, 03 DEC 2023,CHN,Shenzhen,UNC
774, Bo ZHOU,09 AUG 1993, CHN, 1066, 19 NOV 2023,CHN,Hefei,7
774, Bo ZHOU,09 AUG 1993, CHN, 1066, 11 JUN 2023,CHN,Jilin,3
775, Jonas HAMPTON,20 JAN 1989, USA, 1065, 14 OCT 2023,USA,Valley Cottage,15
775, Jonas HAMPTON,20 JAN 1989, USA, 1065, 04 SEP 2023,USA,New Haven,26
775, Jonas HAMPTON,20 JAN 1989, USA, 1065, 25 JUN 2023,USA,Boston,25
775, Jonas HAMPTON,20 JAN 1989, USA, 1065, 17 APR 2023,USA,Boston,17
775, Jonas HAMPTON,20 JAN 1989, USA, 1065, 26 FEB 2023,USA,Fort Worth,10
777, Mathew KIPTOO,12 JUL 1988, KEN, 1065, 03 DEC 2023,CHN,Shenzhen,19
777, Mathew KIPTOO,12 JUL 1988, KEN, 1065, 11 JUN 2023,RWA,Kigali,5
777, Mathew KIPTOO,12 JUL 1988, KEN, 1065, 22 APR 2023,CHN,Qingdao,10
778, Nadir YUSUF,, USA, 1065, 12 NOV 2023,USA,Boston,13
778, Nadir YUSUF,, USA, 1065, 17 JUN 2023,USA,Duluth,2
778, Nadir YUSUF,, USA, 1065, 29:54.49 ,USA,Drake Relays,7
778, Nadir YUSUF,, USA, 1065, 25 MAR 2023,USA,Rockland Lake State Park,20
779, Josphat KIPROTICH,, KEN, 1064, 30 APR 2023,MAR,Rabat,5
780, Parker STINSON,03 MAR 1992, USA, 1064, 28 MAY 2023,CAN,Ottawa,4
780, Parker STINSON,03 MAR 1992, USA, 1064, 15 JAN 2023,USA,Houston,1
781, Enos KALES,01 JAN 1999, KEN, 1064, 03 MAR 2024,ITA,Brugnera,2
781, Enos KALES,01 JAN 1999, KEN, 1064, 11 FEB 2024,ITA,Verona,F
782, Riley COCKS,27 DEC 1995, AUS, 1064, 13 AUG 2023,Sunshine Coast,Alexandra Headland,UNC
782, Riley COCKS,27 DEC 1995, AUS, 1064, 06 AUG 2023,AUS,Adelaide Parklands,13
782, Riley COCKS,27 DEC 1995, AUS, 1064, 02 JUL 2023,AUS,Gold Coast - Oceania Marathon Championships,5
782, Riley COCKS,27 DEC 1995, AUS, 1064, 11 JUN 2023,AUS,Riverbend Park,UNC
782, Riley COCKS,27 DEC 1995, AUS, 1064, 20 MAY 2023,AUS,West Beach,47
782, Riley COCKS,27 DEC 1995, AUS, 1064, 05 FEB 2023,JPN,Marugame,1
782, Riley COCKS,27 DEC 1995, AUS, 1064, 18 JAN 2023,AUS,SA Athletic Stadium,9
783, Zablon CHUMBA,20 DEC 1991, KEN, 1064, 29:35.24 ,AUS,Kenya Police Championships,22
783, Zablon CHUMBA,20 DEC 1991, KEN, 1064, 23 APR 2023,AUT,Wien,5
783, Zablon CHUMBA,20 DEC 1991, KEN, 1064, 20 JAN 2023,QAT,Doha,9
784, Turner WILEY,17 APR 1993, USA, 1064, 22 OCT 2023,CHI,Santiago de Chile,20
784, Turner WILEY,17 APR 1993, USA, 1064, 04 SEP 2023,USA,New Haven,18
784, Turner WILEY,17 APR 1993, USA, 1064, 17 APR 2023,USA,Boston,OT
784, Turner WILEY,17 APR 1993, USA, 1064, 10 FEB 2023,USA,Dempsey Indoor,OT
784, Turner WILEY,17 APR 1993, USA, 1064, 28 JAN 2023,USA,Dempsey Indoor,12
784, Shunhu LIAO,02 OCT 1985, CHN, 1064, 31 DEC 2023,CHN,Kunming,11
784, Shunhu LIAO,02 OCT 1985, CHN, 1064, 26 NOV 2023,CHN,Shaoxing,1
784, Shunhu LIAO,02 OCT 1985, CHN, 1064, 18 MAR 2023,CHN,Nanjing,11
786, Daiji KAWAI,22 SEP 1991, JPN, 1063, 28:22.31 ,CHN,7th NITTAIDAI Challenge Games,12
786, Daiji KAWAI,22 SEP 1991, JPN, 1063, 15 OCT 2023,JPN,Tokyo,16
786, Daiji KAWAI,22 SEP 1991, JPN, 1063, 28:50.38 ,JPN,24th Chubu Area Corporate Teams Championships,10
786, Daiji KAWAI,22 SEP 1991, JPN, 1063, 14 MAY 2023,JPN,Nagaragawa Stadium,15
786, Daiji KAWAI,22 SEP 1991, JPN, 1063, 29:31.68 ,JPN,34th Golden Games,13
786, Daiji KAWAI,22 SEP 1991, JPN, 1063, 28:45.22 ,JPN,71st Hyogo Relay Carnival,25
786, Daiji KAWAI,22 SEP 1991, JPN, 1063, 26 FEB 2023,JPN,Osaka,61
787, Freddy GUIMARD,26 DEC 1986, FRA, 1063, 03 DEC 2023,ESP,Valencia,39
787, Freddy GUIMARD,26 DEC 1986, FRA, 1063, 22 OCT 2023,ESP,Valencia,23
787, Freddy GUIMARD,26 DEC 1986, FRA, 1063, 17 JUN 2023,FRA,Langueux,16
